,Unnamed: 0,리뷰,grade,라벨링,predicted,score
1084,1084,모든 음식이 다 깔끔하고 맛있어요! 메인만 맛있는게 아니라 반찬 하나하나 다 맛남🤤 주차장도 넓어서 가족끼리 외식하기 좋은 곳!!,5.0,9,9,0.798479437828064
1085,1085,좋아요,4.5,8,6,0.3940662741661072
1086,1086,보통이에요!,3.0,5,5,0.5875347852706909
1087,1087,놀러왔으니요런곳도와본다로오시기는좋은듯요~~,4.0,7,9,0.43744754791259766
1088,1088,친절함,3.0,5,6,0.2831632196903229
1090,1090,케이크도 맛있고 친절해요,5.0,9,9,0.6147245764732361
1092,1092,기회될때 자주올게요^^!,5.0,9,9,0.7083383798599243
1093,1093,너무맛있어요..,5.0,9,9,0.8986486792564392
1094,1094,"사장님 친절하면 더 좋을 듯!
뽂음밥류가 맛나요",3.0,5,9,0.3885732591152191
1095,1095,마늘파게트 포장합니다,5.0,9,9,0.5167273879051208
1096,1096,고기가 도톰하니 육즙 대박이였고 곁들여 먹을것들도 직접 정성스레 만든게 느껴져서 좋았어요 구워주셔서 맛있게 먹고 왔습니당 완전 최고에요,5.0,9,9,0.9552577137947083
1097,1097,"생선구이가 종류가 다양하네요 ~ 담백한 맛, 부드러운 맛 다양한 맛이 있어 먹는 재미도 있고, 맛있어요. 젓갈이 입맛을 자극시켜 맛있어요. 꼴뚜기 숙회도 맛나요. 기본반찬은 셀프리필 되네요~ 잘 먹고 갑니다. 번창하셔요 ^^",5.0,9,9,0.4594452381134033
1098,1098,"메뉴가 대체적으로 맛있고 제주도의 특별한 느낌이 나는 흑색의 버거 번이 이색적이었다.
메뉴가 모두 맛있었지만 가격은 조금 높은 편이었다
하지만 메뉴가 모두 맛있었기에 강력추천한다",5.0,9,6,0.3337000906467438
1099,1099,"육수와 고명, 김이 아주 좋습니다. 
면은 평범하네요",4.5,8,5,0.300857812166214
1100,1100,점심때 갔는데도 사람이 꽤 많았습니다. 고기는 인당 한접시 나오는게 있고 무한으로 나오는게 있었는데 한접시 나오는걸로 해도 샐러드 부페 음식이 있어서 양은 부족하지 않았습니다. 맛과 서비스 모두 좋았어요,5.0,9,6,0.32324114441871643
1101,1101,강아지 넘 귀여워요,4.0,7,9,0.5730350613594055
1102,1102,"맛의정원 진짜 진짜 맛있어여,,,",5.0,9,9,0.9100129008293152
1103,1103,맛있어요,5.0,9,9,0.40527594089508057
1104,1104,"음료 맛있어요(연유, 팥라떼) 테라스도 있어서 좋구요",4.0,7,9,0.3503013849258423
1105,1105,"좋았던 점 : 섭국!!! 너무 맛있어요. 현지인이라 물회 보다는 섭국 먹으러 가는데 양푼이도 맛있지만 여기 섭국도 맛있어요.

아쉬웠던 점 : 섭이 조금만 더 많았으면 좋겠지만 그건 제 욕심인 것 같아요...^^ 충분히 많이 들어있지만 많이 먹고 싶어요. 섭 너무 맛있어요... ㅠㅜ",4.5,8,9,0.7470852732658386
1106,1106,점심으로 먹으러왔는데 또 하나 맛집 리스트 발견입니다!! 남편이랑 너무 맛있게 먹고왔어요 아이들 없이 자유부부하러 나와서 간만에 매운거 먹어서 조아용 ㅎㅎ,5.0,9,9,0.9607725739479065
1107,1107,넓고 좌석이 많아서 좋네요,5.0,9,9,0.3872229754924774
1108,1108,맛있어요,5.0,9,9,0.40527594089508057
1109,1109,서비스도 좋고 음식도 너무 맛있었어요,5.0,9,9,0.9221749901771545
1110,1110,아부라소바 맛있어요~~,5.0,9,9,0.39912718534469604
1111,1111,"제주도와서 처음맛보는 전복물회냉면맛이 짱짱이예요
혼자알고있기에는너무아까운 음식이라는 생각이들어 적어봅니다 어느곳에서도 맛볼수없는 제주도 오가네 전복 설렁탕집 전복물회냉면 꼭드시고가세요",5.0,9,9,0.7265704274177551
1112,1112,"언제나 먹어도 맛있어요
사장님도 친절하세요 ㅎㅎ",5.0,9,9,0.8653953671455383
1113,1113,"쑥크림 밀크티 정말정말 훌륭합니다 👍👍
근데 다른분 리뷰처럼 어수선하고 서브 타임이 너무 길어져서... 떡이랑 차를 같이 내주셔야 되는데... 그렇다고 떡도 따뜻하게 나온 게 아닌데도 너무 늦어져서.. 티코스 하시는 분은 그것만 전담하셔야 되지 않을까 싶긴 해요",5.0,9,5,0.3630959093570709
1114,1114,최애맛집,5.0,9,9,0.8042206168174744
1115,1115,"여기 진짜 맛있네요! 
전복설렁탕도 그렇지만 이런 물회는 여기밖에 없는것 같아요 진짜 맛있어요👍👍",5.0,9,9,0.9178775548934937
1116,1116,맛나요,5.0,9,9,0.372714638710022
1117,1117,맛있었어요 ㅎㅎ 분위기 굿,5.0,9,9,0.5742537975311279
1118,1118,말모말모 너무맛잇어용,5.0,9,9,0.9326258897781372
1119,1119,"너무 맛있게 잘 먹었습니다:)
모둠 초밥 정말 맛있어요!",5.0,9,9,0.945426881313324
1120,1120,에그마요짱맛있어영 영화보러가기전에 하나사서 올라가용~ 찹쌀꽈배기는 오래되면 기름맛+찹쌀딱딱해져있오요 ㅠㅠ,3.5,6,6,0.2567519247531891
1121,1121,맛있어서 두번옴,4.0,7,9,0.6843113303184509
1122,1122,대기한만큼의 맛은 아니어서 아쉬웠음.,3.0,5,5,0.37448304891586304
1123,1123,"마늘바게트. 인절미빵 너무 맛있네요.
재료를 아끼지않은 맛난 빵 또 먹고싶어요",4.5,8,9,0.9124608039855957
1124,1124,넘맛나요~ 몸이 가벼워지는 느낌!!,4.5,8,9,0.4077746570110321
1125,1125,"남방풍 매운쌀국수 깔끔하면서 매콤얼큰해요 
직화분짜도 졸맛탱",5.0,9,9,0.8928563594818115
1126,1126,"강릉의 대표 먹거리 초당순두부를 지나칠수가 없어서 조식으로 초당순두부전골 먹었는데 맛있게 배부르게 잘 먹었습니다~~
반찬도 깔끔하게 잘 나오네요^^",4.5,8,9,0.8343045711517334
1127,1127,좋아요,5.0,9,6,0.3940662741661072
1128,1128,"비빔국수는 쫌 짜고
고기국수는 제취향
대기줄이 길어요",4.0,7,5,0.35522040724754333
1129,1129,"기대없이 먹으니 맛있는데
대기가 넘 길다 ㅠ",3.5,6,6,0.3418843746185303
1130,1130,굿 맛있어요 갈치도통통하구요,4.0,7,9,0.40062734484672546
1131,1131,분위기도 좋고 음식도 맛있고 직원분도 친절하시고 다 좋았어요,5.0,9,9,0.8782132863998413
1132,1132,폴버거 맛있어요! 사이드 감자튀김은 포장이 안되어서 아쉬웠지만 햄버거 맛있게 먹었어요~,4.0,7,6,0.3357802927494049
1133,1133,빈대떡도 추천,5.0,9,9,0.3337205946445465
1134,1134,굿,4.0,7,6,0.4430783689022064
1135,1135,곱창이란 이런게 아닌가 생각합니다. 언제 먹어도 이제 곱창이구나 합니다,5.0,9,9,0.5136591792106628
1136,1136,2인 식탁이 좁아서 불편했던 것 외에는 분위기 좋았습니다.,5.0,9,5,0.3569657802581787
1137,1137,뷰가 좋네요 ㅋㅋ뷰 자릿값이 한몫했다는 가설에 한표입니다 ㅋㅋ 스테이크 진짜 연하고 야들야들하니 맛있어요 만족스러운 식사였습니다~~,5.0,9,9,0.9379826784133911
1138,1138,쵝오♡,5.0,9,9,0.9040358066558838
1139,1139,전복알 크고 비리지도않아서 좋았어요. 잘먹고갑니다,5.0,9,9,0.8323334455490112
1140,1140,가게가이쁘네요,4.0,7,5,0.28175926208496094
1141,1141,착한가격. 친절한 서비스. 하늘라떼랑 사탕수수랑 더치흑당이랑 다 맛있어요. 이쁜데 사진안찍고 먹어버렸으..,5.0,9,9,0.7503548860549927
1142,1142,좋아요,5.0,9,6,0.3940662741661072
1143,1143,빵이 건강하고 맛있어요~,5.0,9,6,0.3954925537109375
1144,1144,가깝고 모든게적당해요,5.0,9,5,0.3405444025993347
1146,1146,"제주 카페 TOP10에 들어갈 정도로 유명한 카페죠. 언제 가도 사람이 북적합니다. 그만큼 유명하고 예쁘고 맛있습니다. 음료 가격은 비싼 편이지만, 그 가격에 유명세와 매장 관리비가 포함되어 있는 것이니깐요 뒤로 산방산, 앞으로 해안가가 보
이는 뷰 맛집입니다.",4.5,8,6,0.28438296914100647
1147,1147,다 맛있었어요 ~!,5.0,9,9,0.5395808815956116
1148,1148,건강하게 맛있게  먹었어요 ,5.0,9,6,0.2858256995677948
1149,1149,꿔바로우 굳굳,4.5,8,9,0.5654711127281189
1150,1150,배가 든든~♡,4.5,8,9,0.3820730149745941
1151,1151,"둘이먹고도남았네요 ㅎ,정갈한포장,씹는즐거움 먹음직한 부속반찬까지 만족할수있는 삼대 이었네요 배불리 잘먹었어요",5.0,9,9,0.6709176301956177
1152,1152,"점점 맛이 없어지는것 같아요.
철이 아니라서 그런지 섭국 질기고 씹어지질 않아서 못먹었어요.",3.5,6,5,0.27550968527793884
1153,1153,조림을 드세요!!! 조림이 정말 맛있었어요 ㅎㅎ하지만 버터구이가 조금 짜더라구요ㅠㅠㅠ나머지는 다최고였어요 ㅎㅎ 갈치구이도 크고맛있었어요!,4.0,7,9,0.6267301440238953
1154,1154,연어가 너무 맛있고 탱탱해요,5.0,9,9,0.9066087007522583
1155,1155,뷰쵝오!!!♡♡♡♡♡,5.0,9,9,0.8843953013420105
1156,1156,잘다녀왔어요 광안대교 뷰는 좋네요 여러번 다녀왔지만 런치브런치는 처음인데 괜찮아요  이런 행사 자주해주세요,4.0,7,6,0.2984344959259033
1157,1157,맛있고 사장님 친절하세요!,5.0,9,9,0.7784525752067566
1158,1158,롯데리아 새우버거는 참으로 명작.  패티는 실하고 탱글하지만  와사비나 머스타드가 있더라도 밸런스가 요상함.,3.5,6,5,0.29286929965019226
1159,1159,살짝 느끼하지만 맛있었어요!!,5.0,9,6,0.3345847427845001
1160,1160,깨끗하고 맛도 좋았어요,5.0,9,9,0.551706075668335
1161,1161,"너무 맛있게 잘 먹고 갑니다! 생선도 초벌되어 나와서 먹기도 너무 편했고, 와사비 간장 찍어 먹으니 진짜 맛있네요ㅠㅠ 밑반찬들도 너무 정갈하고 좋았어요! 덕분에 잘 먹고 갑니다:)",5.0,9,9,0.9650229811668396
1162,1162,배부른 상태에서 먹은 음식이기에 자세한 평은 못하지만 계란지단이 가득들어간 김밥이였음. 그래서 그런지 너무 담백해서 와사비마요 같은 소오스가 들어갔으면 어땠을까 했음,3.5,6,5,0.30869829654693604
1163,1163,"맛집! 직원들 다 친절하시고 방역수칙 잘 지켜지는 듯해서 안심. 일반 콩국수랑 땡초 소바 먹었는데 둘다 넘 맛있고 소바 먹는 앞접시에 콩국수 국물 한스푼 넣어먹으면 매운맛,짠맛 다 잡아줘서 대존맛 
단 거 싫으면 콩국수는 일반 콩국수로 ! 
소바 양 많아요! 돼지커플한테도 배불렀습니다 ㅎㅎ",5.0,9,9,0.8344032764434814
1164,1164,"곱창 맛집!!
담백하고 고소하니 꿀맛이에요~",5.0,9,9,0.7786351442337036
1166,1166,굿,4.5,8,6,0.4430783689022064
1167,1167,"일욜 1시 40분쯤 갔는데 특로츠 솔드아웃 ㅠ 오로시로츠 1.3/오로시히레 1.4ㅋㅋㅋ 안심은 담백하고 부드럽고 저는 등심을 좋아라하는데 지방 부분이 다른 곳보다는 좀 더 적어서 비교적 담백함  오로시는 단맛이 많이 나는 간장
이고 오로시가 없었다면 좀 아쉬웠을 듯! b동 주차해서 건물 나와서 왼쪽에서 맛고리즘옆에있는 에스컬레이터로 올라가세요 대기는 한 시간 했음...",4.5,8,5,0.2548213601112366
1168,1168,맛있어요,5.0,9,9,0.40527594089508057
1169,1169,음식이 참 깔끔하고 신선했어요  사장님도 친절하셔서 같이온 남자친구도 인정하더라구요 굳굳,5.0,9,9,0.9111776947975159
1170,1170,카페 너무 예쁘고 신행으로 갓엇는데 사진찍은거 보니 해외간것같앗어요 ㅋㅋ,4.5,8,9,0.43121445178985596
1171,1171,너무너무 맛있어요 짱#~~~,5.0,9,9,0.9435349702835083
1172,1172,친절,4.0,7,5,0.2589437663555145
1173,1173,청양고추 넣어 먹으면 맛이 두배!!,5.0,9,9,0.45139771699905396
1174,1174,물총조개탕 추천이요! 3개 메뉴 모두 다먹었는데 진짜 맛납니다 ㅋㅋㅋ 단 동죽칼국수와 물총조개탕의 조개종류는 같습니다. 전 다른지알고 시켰는데 아니더라구요. 그리고 파전은 진짜 얇습니다. 이게 제 취향이지만 두꺼운 피 생각하셨다면 참고하세요.,4.5,8,7,0.23043261468410492
1175,1175,같은 품목 2분이상되야 포장해줌,4.0,7,5,0.32756391167640686
1176,1176,김치찌개 본연의 맛 굿,5.0,9,9,0.40693873167037964
1177,1177,맛있긴한데 음식이 넘 늦게 나왔어요,3.5,6,6,0.38509395718574524
1178,1178,직원분들도  친절했고  저렴한가격에  너무 맛있는 식사를 하고온것 같아 기분이좋네요.또  이용하겠습니다,5.0,9,9,0.9593177437782288
1179,1179,미역국 강추  물회는 가자미만있는데 맛은 쏘쏘함 그냥? ,5.0,9,5,0.42282453179359436
1180,1180,"공항근처인데 기대없이 갔다가 넘만족했어요
몸국넘맛나요~",4.0,7,9,0.6782650947570801
1181,1181,좋아요,5.0,9,6,0.3940662741661072
1182,1182,조아요,5.0,9,5,0.37027356028556824
1183,1183,제주 오면 마농 바게트 먹으러 자주가요~~,4.0,7,9,0.6187530159950256
1184,1184,"친절하시고 스끼도 잘나왔어요
창가자리 뷰가 최고!",4.0,7,9,0.9042666554450989
1185,1185,"다시 올게요~ 너무 맛있고 분위기도 좋네요☺
다음엔 다른메뉴도 먹어보려구요~~!",5.0,9,9,0.9562714099884033
1186,1186,양과 가격대비...,2.5,4,5,0.362535297870636
1187,1187,겉바속촉 무화과 진짜 맛있어요 기본은 쨈찍어먹으니 맛있구요  스콘 뻑뻑해서 별로 안좋아하는데  여긴 덜 뻑뻑하고 담백해서 맛있어요!!,5.0,9,9,0.8277350664138794
1188,1188,"간이 세지 않고 슴슴하니 좋아요~
칼국수 면도 메밀인가봐요!
칼국수 역시 자극적이지 않고 좋네요!",4.0,7,7,0.3218473792076111
1189,1189,"핫한 곳 답게 웨이팅 필수 ㅠㅠ
그치만 기다리는 보람이
10000%로 있는 맛집 ♡",5.0,9,6,0.4114357531070709
1190,1190,"맛있게 잘먹었어요.
홍게짱맛있네요.스끼다시도 많이나오고 맛도있고 배불러죽을뻔했어요.
다음에 속초오면 또 방문할께요.",5.0,9,9,0.8215089440345764
1191,1191,음식하고 애견동반배려까지 만족스러워요.. 셀프바가는길이 조금 불편했습니다.,4.0,7,5,0.3970906436443329
1192,1192,오늘제주도 여행와서 맛집찾다가 왔는데 와쌈 개맛있어요~~사진못찍어서아쉽네요 ㅜ 내일또올거예요 ㅎ,5.0,9,9,0.9099685549736023
1193,1193,"등심카츠정식 스테이크덮밥 모두다 너무 맛있었어요
커리도 맛있었는데 개인적으로 단맛이 강해서 조금 줄였으면 하는 바램이었어요",4.5,8,9,0.5328238606452942
1194,1194,오랫만에 맛있게 먹었어요! 기본찬들도 깔끔하고 깍두기 진짜 맛있어서 계속 손길가네요~ 집에서 멀지않아서 혼밥으로도 종종가지만 여긴 누구랑가도 평타이상이라서 굿입니다요!,5.0,9,9,0.9139414429664612
1195,1195,예약후 첫방문 서비스&고기고 맛있고 기본셋팅도 좋습니다. 굿이네여 재방문의사 있습니다.,4.5,8,9,0.809434711933136
1196,1196,좋아요,4.0,7,6,0.3940662741661072
1197,1197,"맛있어여 고기에 계란에 고명도 넉넉하고, 무엇보다 밀면은 면인데 면이 진짜 쫄깃하니 맛있었어요!!  만두는 피가 얇고 쫀득해서 야무지게 다 먹구여ㅎㅎ 주차공간도 넓어서 편리하기까지 했습니다. 지하철역이랑도 가까워서 걸어서 가기도 좋으실듯해요!",5.0,9,9,0.8068017363548279
1198,1198,"좋아요.. 반쎄오 너무 맛있고, 분위기도 좋고 스텝분들 친절하세요.. 사람 많아서 점심에는 웨이팅 조금 있어요",5.0,9,6,0.31200823187828064
1199,1199,"맛,분위기,서비스 모두 좋았습니다.
재방문의사 있어요",4.5,8,9,0.7372113466262817
1200,1200,"두 번째 방문인데, 만족스러워요! 사진은 가장 맛있게 마신 팥 크림 밀크티 ㅎㅎ!",5.0,9,9,0.5397669672966003
1201,1201,"색달해변 갔다가 비와서 간 곳인데 
좋았어요",5.0,9,6,0.35862064361572266
1202,1202,"분위기 깡패 음식들은 엄청 맛있었습니다
담에 또 만족스러운 맛을 느끼고 십네요",5.0,9,9,0.7110105752944946
1203,1203,그냥그래요,3.0,5,5,0.5017105937004089
1204,1204,맛도 친절도 별로에요.,0.5,0,0,0.3429409861564636
1205,1205,"리뷰 점수가 높은 집은 이유가 있는거 같아요! 안심 너무 부드럽고 맛있었어요!  사장님이 혼자 일하셔서 요리가 조금 늦게 나왔지만 그래도 너무 친절하시고 부족한건 말씀드리면 바로 채워
주셔서 넘 기분좋게 먹고 왔어요😊 재방문의사 100%",5.0,9,9,0.7313054800033569
1206,1206,날이 흐려 들어갈지 말지 고민했던 우도 온오프가 다 했다 정말 뷰도 너무 좋고 맛도 너무 좋았어요!! 다음에 제주오면 꼭 다시올게용!🤗🤗,5.0,9,9,0.9654756784439087
1207,1207,좋아요,4.0,7,6,0.3940662741661072
1208,1208,직원 분들도 친절하시고 음식 리필도 원활하게 잘 이루어져서 만족스럽게 식사하고 왔습니다,5.0,9,9,0.9572101831436157
1209,1209,"수블라키아 남푠하고 첨 왔는데
분위기도 좋고 음식도 정말 맛있네요^^
가족모임으로도 훌륭한 장소입니다",5.0,9,9,0.9403870701789856
1210,1210,"애들 뛰어다니고 
비싼금액임에도 물티슈하나 없는 서비스.....아쉽네요",2.0,3,5,0.39424532651901245
1211,1211,발렛비2처넌 무조건부과는 쫌 그르치만 갈비부들맛나요,5.0,9,6,0.3542028069496155
1212,1212,"속초 오면 항상 방문하는 집이예요
간이 세지도 않고 반찬들도 정갈하니 너무 맛있요~ 모두부와 황태구이 진짜 너무너무 맛있습니다^^ 잘먹고 갑니다 번창하세요!!!",5.0,9,9,0.960791289806366
1213,1213,좋아요,5.0,9,6,0.3940662741661072
1214,1214,브런치 너무 맛있어요  음료도 좋고 분위기 대박이예요  푸짐하게 나와서 든든하게 먹었어요  제주브런치맛집이예요~~,5.0,9,9,0.9463290572166443
1215,1215,굿,4.0,7,6,0.4430783689022064
1216,1216,친구생일이라 서울서  먹으러왔는데 분위기좋고 맛있다고 하고 소개한 저도 뿌듯합니다 감사합니다^^,5.0,9,9,0.931954562664032
1217,1217,좋아용,3.5,6,9,0.3104128837585449
1218,1218,너무 맛있어요,5.0,9,9,0.8872064352035522
1219,1219,제주도 올때마다 들리게 되네요. 두번 세번 재방문 맛집 쉽지않은데 젊은 사장님 직원분들 모두 친절하고 싱싱한 해산물 흑돼지 짱 맛나서 추천해요^^,5.0,9,9,0.9408554434776306
1220,1220,빵종류도 다양하고 맛도 넘 좋아 포장못해서 넘 아쉬운빵들~~ 카페 분위기도 좋고 음료도 맛나요~,5.0,9,9,0.9030332565307617
1221,1221,인절미크림커피완전쫭맛나요^^/,5.0,9,9,0.5933817028999329
1222,1222,처음 가는 친구랑 같이 갔었는데 친구도 많이 좋아했어요~ 다음에 또 이용할게요:),5.0,9,9,0.6768205165863037
1223,1223,굿,5.0,9,6,0.4430783689022064
1224,1224,친절해서 더 맛있는 해물과 흑돼지예요,5.0,9,6,0.30859240889549255
1225,1225,"너무 맛있었어요~~~^.^
반찬이나 국 편하게 덜어먹을수있었고 양 정말 푸짐합니다!",5.0,9,9,0.8760750889778137
1226,1226,포장은 얼려놔서 금방 됩니다 여러분 공항가기전에 픽업하세요,5.0,9,9,0.3935442268848419
1227,1227,"맛있게 잘먹었어요~ 두부가 맛있어요~~
성인 2명 초등 1명갔는데 2인분만 주문해도  친절하게 말해주셔서 감사했어요~ 가지수가 많아서 충분했네요~~",5.0,9,9,0.622833788394928
1228,1228,맛 좋고 가격도 좋아요,5.0,9,9,0.5735322833061218
1229,1229,뷰 좋아요,5.0,9,6,0.3861786127090454
1230,1230,뷰도 너무 좋고 맛도 좋고 최고에요! 진짜 눈도 입도 즐거워지는 시간ㅠㅠ 힐링... 꼭 들려보세요!!!,5.0,9,9,0.8892787098884583
1231,1231,"주변 뷰도 너무 좋고, 파니니랑 음료도 맛있게 먹고 갑니다. 나중에 또 한번 소중한 사람이랑 와야겠네요",5.0,9,9,0.9332952499389648
1232,1232,신선하고 맛있었습니다!,5.0,9,9,0.7195276618003845
1233,1233,엄청 양많고 가격싸고 맛있어요 ! 꼭 가세요 ^.^ 근데 매워요ㅋㅋㅋ 조절 잘하셔야해요 ~,4.0,7,7,0.29786962270736694
1234,1234,예전 보다는 아쉽.. 그래도 맛있어요,4.0,7,5,0.5227269530296326
1235,1235,#오라베이커리 #분위기맛집 치아바타 맛있네요 :),4.0,7,9,0.6111369132995605
1236,1236,맛있어요 고기진짜 부드럽고 정말 취향저격이저라구요 가게 분위기나 인테리어도 너무 취저!,5.0,9,9,0.9455902576446533
1237,1237,마늘빵이랑 베이글도 맛있어요,4.0,7,9,0.5542585849761963
1238,1238,맛에서 감탄! 야경에 또 감탄! 감탄하다가 마무리되는 멋진 분위기! 좋앗어요^^,5.0,9,9,0.880377471446991
1239,1239,예뻐요,5.0,9,6,0.30117031931877136
1240,1240,커피는 그닥 디저트는 맛있네요,3.5,6,6,0.4163684546947479
1241,1241,차가잇어야 올수잇지만 비 부슬부슬 올때 오면 더 좋을거같아요 ㅎ 파리랑 초파리가 많긴 해요,4.0,7,6,0.41889864206314087
1242,1242,"가격대비 음식 퀄리티도 나쁘지 않고 괜찮았습니다.
다만, 점심시간에 이용하다보니 창가에 들어오는 직사광선때문에 식사하기가 조금 불편했습니다.
커튼이 있음에도 불구하고, 따가운 느낌을 받았습니다.",5.0,9,5,0.4100847840309143
1243,1243,고기도 야채도 맛있어요,5.0,9,9,0.6599141359329224
1244,1244,분위기 참 좋아요 연인들 가족들이 많이 오는 곳,5.0,9,9,0.5075371861457825
1245,1245,직원분들도 착하시고 남자직원분 너무 잘생겼어요~ 잘먹고갑니당 또 올게요 웨이팅많은 한다솥 화이팅!!,5.0,9,9,0.9128045439720154
1246,1246,"노래 선곡도 할수있고 분위기 너무 좋아요
안주 너무 비싸서 별 하나 뺐어요",4.0,7,9,0.28372955322265625
1247,1247,넘 맛있게 잘 먹고갑니다,5.0,9,9,0.8965630531311035
1248,1248,"오징어 순대가 진심 맛있네요~!! 강츄~
다대기는 따로 달라고 요청했습니다^^",5.0,9,9,0.5075355172157288
1249,1249,조아요,4.0,7,5,0.37027356028556824
1250,1250,두번째 방문입니다... 도저히 참을 수가 없었읍니다... 조개찜 미추어버리겠습니다... 술이 술술들어갑니다... 꼭가십시오... 두번가십시오...,5.0,9,0,0.36453777551651
1251,1251,날씨좋아 점심은 샘밭에서 정식 괜찮아요,5.0,9,6,0.42329999804496765
1252,1252,맛있어요,5.0,9,9,0.40527594089508057
1253,1253,"한번도 안 간사람은 있어도 한번만 가본 사람은 없다는 그곳, 도착하는날 아침엔 대기가 너무길어서 패슈~ 돌아오는날 저녁에는 좀 한가해서 약간의 웨이팅후 식사~ 왜 맛집 맛집 하는지 알겠네요^^",4.5,8,6,0.3721300959587097
1254,1254,친절한 사장님 감사합니다😊😊,5.0,9,9,0.8581789135932922
1255,1255,"연신내에 맛있는 대창집 생겼다고해서 신랑하구 와봤는데 
밑반찬들도 넘 깔끔하고 맛있고 직원분들이 친절하게 직접 다 구워주셔서 넘 맛있게 잘먹었어요~~^^",5.0,9,9,0.9460293650627136
1257,1257,ㅎㅎ,5.0,9,6,0.33740752935409546
1258,1258,모듬해물에 흑돼지고기가 너무 부드럽고 쫄깃한 맛~  진짜진짜  맛있어요~,5.0,9,9,0.8862742781639099
1259,1259,별루 맛이 없어요  가격대비,2.5,4,0,0.24755607545375824
1260,1260,육개장 얼큰한느낌. 해장하기 좋은곳,5.0,9,6,0.3804098963737488
1261,1261,메뉴도 가성비 있게 회가 신선하고 알바생 분이 너무 친절하고 좋아요!!,5.0,9,9,0.9315795302391052
1262,1262,좋아요 종이컵을 너무 많이 쓰네요,4.5,8,6,0.46351781487464905
1263,1263,오랜만에 와서 몇시간을 있었는지 모르겠네용👍🏻 음식도 다 맛있구 뷰도 좋고 다른 만화카페에 비해 넓고 쾌적해서 좋았어요☺️ 여자직원분 남자직원분 두명 계셨는데 넘 친절하세요! 앞으로 만화카페는 여기만 와야겠습니다><,5.0,9,9,0.9706234335899353
1264,1264,"모든 메뉴 맛있어요
그런데 탕수육 소스가 너무 달아요 
다른 중국집보다 더 달다고 느꼈어요",4.5,8,5,0.4180568754673004
1265,1265,"해물 파전이 맛이 있으나, 화장실이 불편합니다",3.5,6,5,0.4447181522846222
1266,1266,"친절하고 음식맛도 좋았어요!!
분위기 좋아요😊",5.0,9,9,0.7946664690971375
1267,1267,좋아요.비쌈,4.0,7,6,0.48160994052886963
1268,1268,안심돈까스 너무 맛있게 잘먹었습니다,5.0,9,9,0.9254485368728638
1269,1269,좋아요,5.0,9,6,0.3940662741661072
1270,1270,알디프가 넓어져서 정말좋으네요ㅎㅎㅎ,5.0,9,9,0.8043075203895569
1271,1271,"커피도 맛있고
친절하고
잔이 여러종류로 항상 예뻐요",5.0,9,9,0.7916990518569946
1272,1272,언제나 맛잇어요.,5.0,9,9,0.37417519092559814
1273,1273,맛있어여~~~ 속초맛집으로 인정입니당,5.0,9,9,0.8726858496665955
1274,1274,맛나요,5.0,9,9,0.372714638710022
1275,1275,개존마탱😭새우버거도 맛있고 다른것도 맛있고ㅠㅠ 빵이 진짜 맛이쯤,5.0,9,9,0.9204025864601135
1276,1276,모츠나베 존맛이에요 ㅠㅠ 모츠나베에 우동사리 꼭 추가해드세요! 국물도 리필 부탁드렸더니 리필해주시고 추운 날씨에 너무 잘먹었습니다👍,5.0,9,9,0.9604472517967224
1277,1277,맛있어요,5.0,9,9,0.40527594089508057
1278,1278,강아지와 함께 할 수 있는 공간이 있어서 넘 좋았고 커피와 케이크도 맛있게 먹고 갑니다~~~^^,4.0,7,9,0.9371337890625
1279,1279,또갈게요~~^^,5.0,9,9,0.7246490120887756
1280,1280,#전주,4.0,7,9,0.4683503806591034
1281,1281,맛나요,4.0,7,9,0.372714638710022
1282,1282,"바질새우알리오올리 진짜 맛있어요.
카멜로연남 최고",5.0,9,9,0.9120228886604309
1283,1283,오션뷰짱!,5.0,9,9,0.8768210411071777
1285,1285,맛은 있으나 곱창이 질김.,3.0,5,5,0.3456995487213135
1286,1286,"떡이 쫄깃하니 맛있어요! 
튀김도 항상 바삭하네요!",5.0,9,9,0.4121711552143097
1287,1287,"통갈치 구이가 정말 크고 간도 잘 베어있어서 맛있게 먹었어요
제일 놀랍고 만족했던건 전 직원들이 셔츠차림에 깔끔하게 장갑도 끼고 계셨고 친절하고 유머감각도 있고 여기가 레스토랑인가? 착각이 들 정도였어요",5.0,9,9,0.9379537105560303
1288,1288,진짜 맛있어요ㅋㅋ,5.0,9,9,0.8974118828773499
1289,1289,굿,4.0,7,6,0.4430783689022064
1290,1290,"분위기도 좋고 로제 파스타 완전 맛있네요.
루꼴라 피자도  빵이 쫀득쫀뜩 맛나요~
직원분들도 친절하시고 런치에 저렴한 가격으로 배부르게 잘 먹었네요~^^",5.0,9,9,0.829497754573822
1291,1291,굿,5.0,9,6,0.4430783689022064
1292,1292,저녁 다이닝은 2주 전에 예약해야 오션뷰 쪽으로 앉을 수 있는데 런치는 전날에 예약해도 오션뷰 쪽 앉을 수 있어서 좋았어요 ,5.0,9,9,0.4733330011367798
1293,1293,"남자친구랑 갔는데 너무 맛있어요!! 부모님 모시고 다시 오기로 했어요
특히 커리 존맛탱이요~~그동안 갔던 태국음식점 중에 젤 맛있었습니다.",5.0,9,9,0.8556689023971558
1294,1294,찐스콘맛집,4.5,8,9,0.5180801749229431
