,Unnamed: 0,리뷰,grade,라벨링,predicted,score
9347,9347,"친절, 깔끔, 
브런치 잘 먹었어요 
브런치에 나오는 통밀빵 올리브 맛있었어요~~ ",4.0,7,7,0.4876621961593628
9348,9348,"맛있다고 하시는분들이 신기할 정도로,, 아무 맛도 안나서 너무깜짝놀랐어요; 먹다가 못먹겠어서 거의 남기고 왔어요 제일 맛있었던건 소세지 정도 ㅎ",0.5,0,0,0.8269070982933044
9349,9349,맛있어요. 주차장 따로 없어요. 우오아오아러로앙아앙 존맛탱 이런 느낌은 아니에요. 사람 많아요.,4.5,8,9,0.527355968952179
9350,9350,"물회 , 매운탕 굿",5.0,9,7,0.5305421352386475
9351,9351,바다보이는 풍경이 좋아요 커피가격은 비싼편이지만 풍경값이라 생각해요 맛은 보통이였어요,4.0,7,6,0.6784083247184753
9352,9352,ㅇㅇ,4.0,7,5,0.6723400950431824
9353,9353,"가격에 비해 맛이 정말 너무너무 별로~평범 수준입니다ㅠㅠ마르게리타 피자였는데 너무 달아서 다른 재료 맛을 해쳤습니다. 마스카포네 크림 리조또는 비주얼이 흰죽이였는데 맛도 그냥.. 시판 소스에다가 발사믹 소스를 뿌린 맛이였습니다. 감
칠맛이 하나도 없고 그냥 배채우는 용이였네요. 저는 주방 바로 옆쪽에 앉았는데 직원끼리 분위기도 조금은 살벌한..? 느낌이라 솔직히 맛도 별론데 주방분들이 서빙분들에게 꾸짖는 느낌이라 더욱 별로였습니다. 맛이 있었다면 별점이 이렇게 
낮지 않을텐데 그냥 집에서 만든 느낌이라 실망이 컸어요. 개인적으로 황리단길은 오래 못갈수도 있다 생각이 듭니다. 인스타용 맛집일 뿐이라 맛으로 승부를 보지않는다면.. 20대 초중반 분들외에는 어필이 힘들거예요. (+근처 옐로우 ...",2.0,3,1,0.6978157162666321
9354,9354,좋아요,4.0,7,6,0.6236177682876587
9355,9355,"1등이라는 마농바게트, 특이한 맛은 아닌데 맛났어요~ 숙소에서 아침으로 먹기 좋았네요 ㅎㅎ 2등이라는 빵대신 당근케이크 샀는데 이것도 맛있었습니다.",4.5,8,7,0.39163655042648315
9356,9356,"맛있음. 만족. 
에이드는 한잔인줄 알았는데 피쳐로 나옴",4.5,8,9,0.6157373189926147
9357,9357,"마농바게뜨 다들 꼭 드세요ㅠㅠ 제발여ㅠㅠ
무화과 깜빠뉴도 맛나요!!
꼭 들르세요!!!!",5.0,9,9,0.9794149994850159
9358,9358,프렌치토스트는 맛 좋고 비쥬얼 이뻐요 현무암수제버거는 양이 좀 작아요!  수제버거의 사이즈가 좀 거 크면 좋을듯.! 가격도 비싼 편이니... 음료는 별도 구매 입니다.!,3.5,6,6,0.6746793389320374
9359,9359,"갈치찌개 맛있어요 🥺추천합니다
가격대가 있어서 망설였지만 고르길 잘했네용 
경주에 놀러가면 무조건 토박이 식당~~",5.0,9,9,0.9800369739532471
9360,9360,맛있어요,3.0,5,5,0.3829032778739929
9361,9361,시식두 해주시고 사장님 친절하시고 오메기떡 진짜 맛나요,5.0,9,9,0.9250485897064209
9362,9362,"가게뷰가 너무 좋네요.
친절하게 창가로 안내해주셔서 맛좋은 음식을 좋은 분위기에서 먹었네요.ㅎ
고기도 질도 좋고 조개도 싱싱하고 좋았어요.",5.0,9,9,0.9933579564094543
9363,9363,"웨이팅 엄청 깁니다ㅠ 근데 그걸 상쇄할만한 맛이네요. 아쉽게 한정판인(?)뼈를 못먹었지만 목살, 삼겹살 다 맛있습니다.
기다리는 동안 계속 차들이 들어오고 나갑니다. 나올때도 30팀 이상 웨이팅 있었습니다. 직원이 직접 구워주고 설명도 잘 해줍니다. 맛있습니다!! 추천!!",5.0,9,8,0.5509656071662903
9364,9364,"깔끔한커피 사진찍기도 좋고
주차도좋아요",5.0,9,9,0.9527956247329712
9365,9365,^^,5.0,9,9,0.348551481962204
9366,9366,"브런치먹으러갔다가 힐링 제대로하고왔어요
가게넘 이쁘고. 경치도 좋고.
음식들도 다 넘 맛있었어요~^^",5.0,9,9,0.9813395142555237
9367,9367,가성비 최고~! 맛있어요,5.0,9,9,0.5159711837768555
9368,9368,떡볶이 맛있음 튀김범벅 굿~,5.0,9,6,0.5739344358444214
9369,9369,인도커리는 머노까머나!,5.0,9,5,0.7989219427108765
9370,9370,"친절합니다
맛은 진짜 특별한지는 몰겠어요",4.0,7,6,0.6742823719978333
9371,9371,ㅣ,5.0,9,9,0.34780895709991455
9372,9372,분위기도 좋고 음식도 맛있고 사장님도 친절하셨어용 ㅎㅎ,4.0,7,9,0.8713284134864807
9373,9373,생선구이 그럭저럭 괜찮았음,3.0,5,5,0.6185729503631592
9374,9374,오랜만에 만나게된 친구들 데리고 회 먹으려고 왔었는데 가성비 좋고 맛 최고였어용 굿,5.0,9,9,0.9799824953079224
9375,9375,분위기 좋고 맛이 깔끔해요,4.5,8,9,0.49433255195617676
9376,9376,맛있어요,5.0,9,5,0.3829032778739929
9377,9377,연어 너무 맛있게 잘 먹었어요! 사장님 친절하시고 저는 적어도 한달에 한번은 가려고 합니다^^!! ,5.0,9,9,0.9916621446609497
9378,9378,친절해요,3.5,6,6,0.7354311943054199
9379,9379,"예쁘고 좋은데, 가격이 싸지는 않으니 추가금 내고 리필이 가능하면 좋겠어요^^ 맛있습니다~",4.0,7,7,0.4076087176799774
9380,9380,짱마깃너요ㅠㅠㅜㅜ새우마요ㅠㅠㅠ,5.0,9,9,0.34780895709991455
9381,9381,"어버이날 부모님이랑 같이갔는데 음식이 맛있었어요ㅎㅎ부모님도 다 좋아하셨어요~파스타는 소스까지 다 먹으셨어요ㅎㅎ;; 서비스도 친철하구~ㅎㅎ분위기도 가족끼리 가두 좋규용! 송도까지 찾아가서 먹는 이유가 있네영! 아
메리카노 잘 마셨습니다! 감사합니다^^",5.0,9,9,0.9674562215805054
9382,9382,"라즈베리 완전 추천해요
갈때마다 레드벨벨 없어요 ㅠㅠㅠ",5.0,9,9,0.9948909282684326
9383,9383,뷰가 좋습니다.,4.0,7,9,0.6735134124755859
9384,9384,"넘넘 맛있던 갈비👍👍
반찬도 넘 맛있고 든든하게 먹고 갑니다!
사장님 완전 친절하세요🥰🥰",5.0,9,9,0.994450569152832
9385,9385,이번 봄 코스는 상큼한 아이스티 위주로 마실 수 있어서 부담 없는 다섯 잔을 즐길 수 있었어요. 언제나 최고의 조합을 찾아주셔서 감사합니다!,5.0,9,9,0.9961938858032227
9386,9386,회가 엄청 쫀득하고 맛있네요^^ 가성비도 좋아서 강릉 놀러갈때마다 갈듯!!,5.0,9,9,0.9428250789642334
9387,9387,너무너무 친절하고 맛있는 곳이에요. 신라호텔 쉐프님이 만든 짬뽕을 영접하다니 최고네요,5.0,9,9,0.991078794002533
9388,9388,"#강문해변#초당두부밥상
 너무 맛있게 잘먹고가요^^",4.5,8,9,0.9940035939216614
9389,9389,굿,5.0,9,6,0.5826714038848877
9390,9390,좋아여,5.0,9,6,0.5176830887794495
9391,9391,진짜진짜 맛있어요~~^^,5.0,9,9,0.9449960589408875
9392,9392,굿,5.0,9,6,0.5826714038848877
9393,9393,맛있는 모밀,5.0,9,6,0.32412010431289673
9394,9394,좋아요,5.0,9,6,0.6236177682876587
9395,9395,항상 맛있어요!,5.0,9,9,0.8166530132293701
9396,9396,넘나리비쌈,3.5,6,5,0.3927905559539795
9397,9397,봄코스에 산뜻한 티에이드가 꽤 있어서 좋았어요,5.0,9,9,0.9652493000030518
9398,9398,"누룽지탕, 탕수육, 밑반찬으로 나오는 김치까지 맛있습니다~",4.5,8,9,0.7705625891685486
9399,9399,소중한 사람들과 한번씩 방문하는 최애중국식당_,5.0,9,9,0.9835917949676514
9400,9400,맛있네요~~ 새우해물파전은 비추요~~~~^^,3.0,5,7,0.7247247099876404
9401,9401,"정말 맛있었어요
친절하고 음식도빨리나와요",5.0,9,9,0.8279361128807068
9402,9402,잘 다녀왔어요 ㅎㅎ,5.0,9,7,0.48990169167518616
9403,9403,마무리로 칠리파우더까지 뿌려주시는 센스! 항상 잘 먹고 갑니당♡,5.0,9,9,0.9670915007591248
9404,9404,연인세트 먹었는데 정말 부족함 없이 먹었네요~ ㅎㅎ 잘먹었습니다 느끼하지도 않구 정말 맛있게먹었습니다!,5.0,9,9,0.9946586489677429
9405,9405,소고기 먹고 싶을때 여기가 딱!,5.0,9,9,0.855475127696991
9406,9406,ㄱㅅ,4.0,7,4,0.5308052897453308
9407,9407,전복물회냉면 진짜 맛있어요^^,5.0,9,9,0.8017885088920593
9408,9408,예전이랑 맛이 달라졋어요... 신맛이 너무많이나요...,1.0,1,3,0.5756136178970337
9409,9409,😁,4.0,7,9,0.7186896204948425
9410,9410,"분위기도 예쁘고 음식도 깔끔, 맛나요~
직원분들 친절하시고 강아지도 데리고 갈 수 있어서 너무 좋아요~",5.0,9,9,0.9613130688667297
9411,9411,"평일 점심을 이용했는데요, 아주아주 좋았어요. 때마침 날씨도 좋았구요 직원들 서비스도 대 만족~^^
서울에 계신 지인과 함께하였는데, 아내랑 함께 가려구요~~~굿~^^",5.0,9,9,0.9899472594261169
9412,9412,오픈 주방이어서 만들어지는 과정을 볼 수 있는 점이 좋았어요! 라멘도 맛있었고 카라아케도 바삭바삭햐서 맛있었어요 아 그리구 직원분도 친절했어요!! 다음에 또 갈게용,5.0,9,9,0.7411161661148071
9413,9413,단순히 카페를 찾는 분들에겐 좋은 선택지가 될 수는 없지만 특별한 시간을 보내고 싶은 사람들에겐 확실히 좋아요. 카페치고 가격대가 저렴하다고 볼 수는 없지만 충분히 가치있는 소비였고 훌륭한 시간이었다고 생각합니다. 서울 여행 중에 가게 된 곳이라 자주 많이 가볼 순 없겠지만 기회가 된다면 또 가고 싶은 그런 곳이네요.,5.0,9,9,0.7796930074691772
9414,9414,"흑돼지구이 정말이지 근사했어요.
다음번엔 꼭 활오복탕 먹으러 가려구요",5.0,9,9,0.9600188136100769
9415,9415,바밤바 스무디 달달하고 먹을만해요. 티라미수는 살짝 아쉬웠어요.,4.0,7,7,0.8024133443832397
9416,9416,"인생돈까스ㅠㅠㅠㅠㅠ너무 맛있어요 웨이팅 가치가 있는곳,,",5.0,9,9,0.9582549333572388
9417,9417,좋아!!!!!!!!!,5.0,9,6,0.3038162589073181
9418,9418,굿,4.0,7,6,0.5826714038848877
9419,9419,친절하고 맛있어요!! 또갈거에오,5.0,9,9,0.9242157340049744
9420,9420,맛있당,4.0,7,9,0.6609059572219849
9421,9421,맛있어요,5.0,9,5,0.3829032778739929
9422,9422,"1시간 40분정도 다양한 차를 마셨습니다. 차가 다 향긋하니 맛있네요. 근데 너무 물배가 차요ㅜ
차 한 두개를 빼고 디저트를 추가해도 좋을 것 같아요 ㅎ
그리고 설명해주신 분이 친절하게 잘 이끌어주셨고요",4.5,8,6,0.7020816206932068
9423,9423,카페는 예쁜데 가격이 좀 비싼것같아요,3.5,6,6,0.8051028251647949
9424,9424,친절하고 분위기가 좋아요. ,5.0,9,9,0.7394278645515442
9425,9425,"테라로사로사
분위기 좋음",4.0,7,9,0.6404438018798828
9426,9426,♡♡♡♡,5.0,9,9,0.34780895709991455
9427,9427,너무 맛있어요~~사장님이 너무 친절하시고 매장이  넓고 깨끗해서 편안하게 먹었습니다😊,5.0,9,9,0.9474340081214905
9428,9428,"이베리코는 생각만큼은 아니었지만 파스타는 맛있었어요
브런치가 유명하던데, 디너보다는 브런치재방문 해보고 싶어요",4.5,8,6,0.7552875280380249
9429,9429,맛있어요,4.5,8,5,0.3829032778739929
9430,9430,조금 시끄러움,4.5,8,5,0.6674748063087463
9431,9431,커피빵은 진짜 비싸고 맛없네요 실망,1.0,1,5,0.655733585357666
9432,9432,두번이나옴  존 맛,5.0,9,9,0.9913532137870789
9433,9433,"엄마랑 드라이브하고 찾아갔는데 맛있게 먹고왔어요! 존맛탱! 엄마도 좋아하셨어요~
반찬도 여러가지로 많고! 떡갈비도 굴비도 맛있었어요~ 추천추천~",5.0,9,9,0.9847517609596252
9434,9434,맛있어요 예약자 하우스와인도 잘마셨습니다 ,5.0,9,9,0.7907847166061401
9435,9435,굿,4.0,7,6,0.5826714038848877
9436,9436,진짜 너무 맛있어요 ....가게 깔끔합니다! 앙버터와 치아바타가 특히 맛있어요.,5.0,9,9,0.9164514541625977
9437,9437,굿~!!,4.0,7,9,0.5953284502029419
9438,9438,맛있었어요 ,4.0,7,5,0.3724093735218048
9439,9439,친구랑 둘이서 조개구이 중 사이즈 뿌시고 왔습니다 ㅋ,5.0,9,9,0.9822224378585815
9440,9440,맛있어요,5.0,9,5,0.3829032778739929
9441,9441,굿,5.0,9,6,0.5826714038848877
9442,9442,"심플한 외관, 스페셜한 맛. 괜히 줄서서 먹는 맛집이 아니다. 두 팀씩 입장하는 룰도 만족.",5.0,9,9,0.5561950206756592
9443,9443,맛있었습니다! 딱히 호불호 없을 맛이네요:),5.0,9,9,0.7945425510406494
9444,9444,"너무 맛있어요 
계속 방문예정",5.0,9,9,0.8763328194618225
9445,9445,웨이팅좀 ㅠㅠㅠ,5.0,9,5,0.21030814945697784
9446,9446,"사케동, 새우마요 모두 맛있었어요! 사케동은 다 좋았지만 아쉬웠던걸 한가지 뽑자면 와사비가 생와사비가 아닌 기성 와사비고, 새우마요는 너무 취향인데 양파튀김과 먹을 소스가 좀더 많
았으면 좋겠어요!  같이간 언니는 느끼하다고 몇개 못먹었으니 취향에 따라 골라주세요  별점을 한개 뺀 이유는 테이블간 간격이 너무 좁아요ㅠㅠ.. 매장 규모가 작아서 아쉬운 맘이 있네요 ",4.0,7,6,0.4611704647541046
9447,9447,날씨 좋은날 가족들과 함께 맛있는걸 먹고싶어서  송도 제주도그릴 맛집을 가기로했습니다ㅎㅎ 고기를먹을지 우렁쌈밥을 먹을지 고민을 하는사이 지나가는 사람들이 우렁쌈밥이 맛있다며 제주도 그릴로 올라가길래 저희 가족도 메뉴를 우렁쌈밥으로 결정했습니다!!!  기본찬도 매우 맛있고 직원분들이 친절하게 셀프바를 어떻게 사용하는지에대해서 알려주셨어요^^ 우렁쌈밥도 매우 푸짐히 맛있습니다!!! 역시 송도 맛집!! 멀리서도 올만합니다!!! 자주 와야겠네염 ㅎㅎ ,5.0,9,9,0.994279146194458
9448,9448,"놀이방도 있고 음식도 좋아요
꾸준한 단골입니다^^",5.0,9,9,0.987106442451477
9449,9449,언제나 맛있는 곳 !!,5.0,9,9,0.9773297309875488
9450,9450,"음식이나 서비스는 마음에 들었습니다만, 화장실이나 주차장 등에서 불편함이 있었습니다.
",4.5,8,5,0.8779075741767883
9451,9451,여기 완전 반칙 제주호랭이로 핫한 동네된거 맞죠 ㅎㅎ 도넛과 필링이 완전 풍성하네요 너무 맛있고 친절하세요 계속 생각나요,5.0,9,9,0.9951497912406921
9452,9452,국물도 짜고 기대했는데 별로였어요,2.0,3,3,0.4482395052909851
9453,9453,친절해용,4.0,7,9,0.8920436501502991
9454,9454,"너무 비싸요ㅜㅠ
주차 2시간 가능해요",4.0,7,7,0.4683322012424469
9455,9455,맛집이예욤:) 또 방문하겟습니당^^,5.0,9,9,0.9822437167167664
9456,9456,고기가 엄청많아요!!! 밥 안먹고 고기만 먹어도 배불,5.0,9,7,0.3503180146217346
9457,9457,뷰가 넘좋고 조용해서 좋아용ㅎ 벌꿀딸기라떼맛있어용ㅎ 사장님도 친절하세요ㅎ,5.0,9,9,0.9762480854988098
9458,9458,위치가 너무 좋아요. 뒤에는 산 앞에는 바다. 음료는 그냥저냥 마실만 하고 뷰 감상하며 시간 보내기에 좋습니다 :),5.0,9,9,0.5776827335357666
9459,9459,"분위기좋고 커피도 맛있고,실외는 반려견동반가능해서 좋아요",4.5,8,9,0.8329271674156189
9460,9460,"맛있게 잘 먹었습니다~^^
맛있고 친절한 음식점인데 코로나19 때문에 손님이 많이 줄어 안타깝네요~
힘내시고 홧팅하세요~^^",5.0,9,9,0.7634824514389038
9461,9461,깔끔하고 맛나요,3.5,6,7,0.3623761236667633
9462,9462,"주변에서 맛집이라는 말을 듣고 오늘 처음 방문했는데 솔직히 진짜 비추에요 점심시간쯤 가서 그런지몰라도 주문하자마자 손님이 많이 올걸 대비해서 만들어놨는지 음식이 바로나왔는데 그냥 누가봐도 만들어두고 오래둔건가? 
하는느낌? 제 돈주고 사먹는데 너무 별로였어요. 짬뽕 맛집이랬는데 볶음밥 먹어서 그런가? 진짜 만들어둔걸 바로 가지고나온건지 다 식어서 이게 새 밥인가 버릴려고 둔 밥인가 의심되기도 하고 그랬네요... 단무지나 그런건 다 
떠놓고 쌓아둔다던데 위생적으로도 솔직히 믿음안가요 어디 공짜 상품권 받고 간것도 아니고 제 돈주고 먹기 너무 아쉬웠고 첫 방문인데 안 좋은 느낌밖에 안들어서 재방문의사 절대없습니다",0.5,0,0,0.7357447743415833
9463,9463,감사합니다,4.5,8,5,0.34206199645996094
9464,9464,가격대비 양이 너무 적어요 ㅠㅠ 그래도 맛은 최고네요 ~~!!,2.0,3,6,0.6503571271896362
9465,9465,맛있어요,4.0,7,5,0.3829032778739929
9466,9466,맛있고 사진찍을곳도 많고 여자분들이 좋아하실만한 장소,4.0,7,9,0.9911637306213379
9467,9467,"구성도 좋고 맛있고 사장님도 직원분들도 친절하고 좋았어요!! 서비스로 주신 알밥도 맛있게 먹었구요
이건 개인 호불호지만 저는 특수부위가 입에 좀 맞지않아서 다음에는 다른 코스요리로 먹을거같아요ㅎㅎ 근데 진심 존맛탱 
",5.0,9,9,0.9892949461936951
9468,9468,푸짐해요,5.0,9,7,0.4831356108188629
9469,9469,오늘 배불리 맛있게 먹었습니다^^ 회도 너무 신선하고 맛도 좋고 친절한 서비스도 너무 좋았습니다~ 가족여행 왔는데 만족스럽고 기분좋게 먹고 갑니다  다음 제주 여행때도 무조건 영빈횟집은 또 올께요^^,5.0,9,9,0.990721583366394
9470,9470,좋아요,4.5,8,6,0.6236177682876587
9471,9471,"#모듬회
#레몬소주#생선튀김
생선튀김은 서비스로 주셨어요 여기 너무 맛있어서 자꾸 생각나요..",5.0,9,9,0.9781928062438965
9472,9472,혼자 갔는데도 친절하고 맛있어요. 야채도 리필가능.,5.0,9,9,0.7665706276893616
9473,9473,4번째 방문임. 변하지 않는 맛과 양이 늘 잘되는 비결인가봅니다,4.5,8,6,0.5687164664268494
9474,9474,맛나요,4.0,7,5,0.4382983446121216
9475,9475,"분위기 좋고, 직원분 친절했어요~ 피자 강추. 웬만한 대기업 피자보다 맛있어요. 시간이 지나도 피자가 진짜 쫀쫀! 쫀득! 너무 맛있게 먹었어요. 전반적으로 간이 쎄지 않아 좋았습니다. 찍어먹는 소스도 맛났고. 잘 먹었습니다",5.0,9,9,0.9678289294242859
9476,9476,굿,4.0,7,6,0.5826714038848877
9477,9477,완젼 개 꿀맛 ~~ 생생 쫀득 입에서 탱탱 ~ 너무 맛있어요  회한점에 술한잔 ~~ 칼칼한 바지락칼국수로 입가심까지 쥑이네요  담에 또 갈께요 ~~ 분위기 맛,5.0,9,9,0.9932246804237366
9478,9478,맛나용 ㅎㅎ,3.5,6,9,0.5433083176612854
9479,9479,스테이크 뺨치는 목살,5.0,9,9,0.9902384281158447
9480,9480,맛있어용,5.0,9,9,0.6486587524414062
9481,9481,기다린보람 있이 너무 맛있음! 마늘바게트 엉덩이빵은 진짜 또 사먹고 싶어요❤️,5.0,9,9,0.9689081311225891
9482,9482,"우리동네 빵 맛집 뷰맛집 인정 
베이커리가 좀 특색이 없어요. 종류도 생각보다 적고",4.0,7,7,0.5090243816375732
9483,9483,맛있어요 그냥 믿고 가세요,5.0,9,9,0.3949534595012665
9484,9484,맛있어서 다시 한번 방문합니다 역시 딱새우가 맛있네요ㅎㅎ 직원도 친철하고 기분좋게 잘 먹고 갑니다 특히 식전빵이 최고!!!!!,5.0,9,9,0.9917290806770325
9485,9485,맛있어요~,4.0,7,9,0.35389572381973267
9486,9486,너무 맛있어요~,5.0,9,9,0.599586009979248
9487,9487,재미있는 이야기에 따라 다양한 차를 맛볼 수 있어서 좋았습니다! 특히 당도나 향신료 같이 호불호가 갈리는 취향을 잘 캐치하시고 차를 타 주셔서 좋았습니다.  다만 달달한 음료가 계속 연달아 나와서 아쉬웠습니다. 단 음식을 좋아하는 편인데도 말이죠. 그래도 차 향은 모두 좋았습니다.,5.0,9,7,0.7059305906295776
9488,9488,넘맛있어요!!!!,5.0,9,9,0.8017997741699219
9489,9489,가격대비 굉장히 놀라운맛,4.0,7,5,0.4188629686832428
9490,9490,맛집,5.0,9,5,0.3196495473384857
9491,9491,진짜 제주 돼지 허가증이 있어서 맘 놓고 먹을수있엇고요.직원들이 친절해오,5.0,9,9,0.9887139201164246
9492,9492,전망굿,4.0,7,6,0.6272885203361511
9493,9493,너무 만족스러운 식사였습니다. ,5.0,9,9,0.9282228350639343
9494,9494,퓨전요리 먹고 싶을때 가보세요~,4.0,7,7,0.4868413209915161
9495,9495,젤유명한 곱창집,5.0,9,4,0.31910258531570435
9496,9496,"집근처에 애견 동반 가능한  식당 찾아보다가 후기가 좋아서  방문했습니다.   애견 전용 카페 아닌 이상  다른 손님들  방해 안되도록  꼭 강아지 유모차 태워서  방문하는데,     가게도  넓고  쾌적하고 직원분들   너무  친절하시고, 레트로 풍  인
테리어 재미있네요.    옛날 경양식  스타일 돈까스 맛도  좋고  음식양도  적당합니다.   사진찍은거 깜빡 했는데   알리오올리오  스파게티  면도 잘 삶아져서  맛도 좋고  양도  푸짐합니다. 자주 방문하게  될것  같습니다.",5.0,9,9,0.9940232634544373
9497,9497,커피 다 맛있음!!,5.0,9,9,0.8561268448829651
9498,9498,맛은 있는데 비싸요 ㅜ,4.5,8,6,0.6145262122154236
9499,9499,분위기도 좋고 종업원 분들도 친절하고 파스타와 피자도 맛있네요. 로제 파스타 좋아요. 레모네이드도 맛있었어요.,5.0,9,9,0.8982000946998596
9500,9500,"직원분들엄청 친절하고음식도깔끔하게맛있었습니다. 양은 좀 적은느낌을받았는데 코스를다즐기고나니 충분히 포만감도느꼈습니다.
다음번엔 야경즐기러 저녁코스를 이용할 생각입니다. 잘 먹었습니다.",4.0,7,9,0.8392407298088074
9501,9501,마늘빵 진리,5.0,9,9,0.4703255593776703
9502,9502,너무 깡깡 얼어잇는회가 나온거 빼고는 다 무난히 맛잇엇어용~~~,4.0,7,6,0.4104815423488617
9503,9503,분위기 맛 쵝오,4.5,8,8,0.36292654275894165
9504,9504,맛나요,5.0,9,5,0.4382983446121216
9505,9505,동네에 이런 쌀국수맛집이 있다는게 넘 행복해욤ㅜ.ㅜ 반쎄오 넘나마싯.. 쌀국수도 궁물 미쳤떠여,4.5,8,9,0.9686513543128967
9506,9506,"마라훠궈는 무조건 라라관이죠!
분위기, 맛 모두 좋아요 :)",4.0,7,8,0.42078980803489685
9507,9507,뷰도 엄청 좋고 빵 커피 완벽합니다,5.0,9,9,0.9319629669189453
9508,9508,"고기도 너무 좋고~ 기본 셀프바도 만족스러웠습니다!
저는 고기비계를 안좋아하는 편이라 목살을 선호하는데 목살고기 최고에요!! 추천합니다^^ 친구도 삼겹살 맛있게 먹었다네용~~",5.0,9,9,0.9810941219329834
9509,9509,정갈하고 맛있어요 행복한 식사였어요,5.0,9,9,0.9916223883628845
9510,9510,물회는 정말 맛나요  성게비빔밥은  성게가 더많았으면 좋겠어요.아쉽더라고요,4.0,7,5,0.6330588459968567
9511,9511,평안한 전망 그리고 고소한 라떼,5.0,9,6,0.5672329068183899
9512,9512,넘 맛있어요!😄😄,5.0,9,9,0.8897106051445007
9513,9513,너무 맛있습니다 직원들도 친절하셔서 밥 먹을 맛 나네요 다들 들려보시는거 추천드려요~,5.0,9,9,0.9944708347320557
9514,9514,굿~!!,5.0,9,9,0.5953284502029419
9515,9515,굿,5.0,9,6,0.5826714038848877
9516,9516,가격만 쫌 ..  줄여주시면 ... 맛은 최고!,4.5,8,8,0.6599962711334229
9517,9517,조아요,5.0,9,6,0.8484287858009338
9518,9518,"고소한 닭계장에 고사리가 듬뿍 들어간 맛!!
",4.0,7,9,0.9935977458953857
9519,9519,"친절하구 음식 맛도 좋았어요 
다음에 또 가고 싶네요ㅎㅎ 무엇보다 뷰가 정말 좋더라구요 밤에 가면 더 좋을거 같아요",4.0,7,7,0.393969863653183
9520,9520,좋아요,5.0,9,6,0.6236177682876587
9521,9521,커피 맛있어요,5.0,9,6,0.35418495535850525
9522,9522,알바생 교육이 다시 이뤄져야 할 거 같아요 음식은 맛있었습니다,1.5,2,6,0.5242892503738403
9523,9523,분위기도 좋고 디저트도 맛있어욤 오랜만에 그림그려서 좋았고 사장님이 친절해요 뒤에 예약손님 없으면 시간도 연장해주십니다! 다음에 또 갈 것 같아요,5.0,9,9,0.9571059942245483
9524,9524,직접 구워줘서 좋고 느끼하지 않아서 맛있습니다,4.0,7,9,0.910005509853363
9525,9525,"청결도 - 5 밑반찬 - 5 숯 - 5 장어 - 2 이유  - 살아있는 장어가 안보임. - 주문한 장어는 이미 잘려 있는 상태로 초벌? 아니면 찜? 느낌 상태로 냉장 보관 후 나옴. - 그래서인지 연기가 더 심하게 발생 코로나 때문에 모든 소상공인이 
힘든 것은 알겠으나, 초심을 잃은 듯한 느낌이 너무 와닿음. 1-2년 전 방문했을 때도, 이정도는 아니었음. 결론은 추후 방문 예정 없음. 많이 실망.  부모님 모시고 오기엔 아닌 듯.... 그러나 청결과 밑반찬은 괜찮음.",3.0,5,1,0.6297892928123474
9526,9526,말차크림플랫 드셔보신 분? 커피에 젤라또는 처음인데 이렇게 내 입맛 저격해버렸네💞,5.0,9,9,0.8907383680343628
9527,9527,알디프짱,5.0,9,9,0.9806303381919861
9528,9528,와사비쉬림프 꼭!! 드세요,5.0,9,9,0.9478158354759216
9529,9529,"2번째 구매입니다
제주 올 때 방문가능하면 무조건 구매합니다",5.0,9,9,0.9784035682678223
9530,9530,"굿 자주 오게 될듯 
담에 또 오겠습니다 최고였어요",5.0,9,9,0.9891527891159058
9531,9531,😋,5.0,9,9,0.6457046866416931
9532,9532,짱짱 맛잏머용,5.0,9,9,0.9077143669128418
9533,9533,밥이 뚝배기라 그런지 시간이 조금 걸리지만 맛있게 잘 먹었습니다,5.0,9,7,0.5311658382415771
9534,9534,분위기도 맛도 좋아요 :),4.0,7,9,0.6327412128448486
9535,9535,분위기도 좋고 직원분도 친절하시고 음식도 깔끔하고 맛있고 다 너무 좋았어요~!! 재료가 신선하다는게 느껴졌어요~ 자주자주 가고싶어요~~^^,5.0,9,9,0.99052494764328
9536,9536,실내는 좁고 마당에서 뷰가 좋아요 친절하지않고 좀딱딱한 느낌 8방 올레길 걷다 길이막혀잇어 들어간집인데  커피맛잇고 뷰는 좋지만 기분은 나쁜 카페,3.5,6,6,0.5928841829299927
9537,9537,마늘바게트!강추,5.0,9,9,0.9168311357498169
9538,9538,"분위기도 좋고 음식도 맛있네요. 기로스가 맛있었어요. 닭고기가 촉촉하고,  샐러드의 올리브오일과 발사믹 소스의 조화도 좋았네요. 다만, 저녁시간 주차가 힘들어서 아쉽네요.",4.5,8,7,0.44283199310302734
9539,9539,조아용 친절하시구 맛나용,4.5,8,9,0.6960917115211487
9540,9540,굿.^^,5.0,9,9,0.5220816731452942
9541,9541,연어 진짜두툼하고 맛있어요ㅎ 친절하세요,4.5,8,9,0.9536675810813904
9542,9542,불친절하고 양도 적고 반찬도 맛없고.....,2.5,4,0,0.6403053998947144
9543,9543,위에층 대실때문에 넘 시끄러웟음,0.5,0,0,0.7441935539245605
9544,9544,"평일 낮에 가서 그런지 사람도 많지 않고 가족끼리 점심먹기 딱 좋았어요 
가족 모두 만족~",5.0,9,9,0.9051228761672974
9545,9545,유니짜장면 맛있어요,3.5,6,9,0.8517699837684631
9546,9546,진짜 맛있어요ㅠ,5.0,9,9,0.5414035320281982
