,리뷰,평점,라벨링,predicted,score
8957,야채도 신선하고 나이스,5.0,1,9,0.7012025117874146
8958,매일 가는 커피숍이예요 커피 전부다 진짜 맛있고 케익도 다 정말 재료좋고 맛있어요 자신있게 누구에게든 추천하는 카페입니다!! 진짜 후회없으실거예요 홀케익으로 당근케익도 강추드려요!,5.0,1,9,0.9763171672821045
8959,뷰 좋아요,5.0,1,6,0.29499730467796326
8960,중국 현지맛 그대로,4.0,1,9,0.3499050438404083
8961,"대존맛인집입니다
왜이제알았나싶네요",5.0,1,9,0.975236713886261
8962,"정말 귀여운 곳ㅠㅠ! 다람쥐랑 같이 온것 같은 기분이예용 레몬타르트는 진짜 존맛ㅠ!
7천원이 하나도 안아까웠어요
근데 음료는 가격대가 생각보다 있어서 별하나 뺍니당!",4.0,1,9,0.9262799620628357
8963,제주가면 꼭 가는 음심점. 갈치구이 최고에요,5.0,1,9,0.9457979202270508
8964,마라탕은 항상 여기와서 먹어요! 오늘도 너무 맛있게 해주셔서 감사합니당ㅜㅜㅜ!!,5.0,1,9,0.975840151309967
8965,진짜 태국음식 맛집입니다,5.0,1,9,0.9642336368560791
8966,친절하고 좋아요,5.0,1,9,0.5257030725479126
8967,좋아요,4.0,1,5,0.350778728723526
8968,너무 맛있어요!!,5.0,1,9,0.9223440885543823
8969,맛있어요!!! 배터져요 보기보다~~~,5.0,1,9,0.7579265236854553
8970,맛도 질도 양도 다 만족스러워요. 네이버 예약시 김치찌개 서비스인데 넘넘 맛있었어요. 강쥐 데리고 맘편히 먹을 수 있어서 감사했습니다!,5.0,1,9,0.9703282713890076
8971,직원이없어서 입구에서 한참기다리고있었는데 죄송하다는 말한마디없더라구요. 음식은 런치코스먹었는데 음식 간이 안되있는거같고 에피랑 메인은 괜찮았어요,3.0,0,5,0.4929986596107483
8972,"분위기도 좋고, 버섯피자가 최고네요!
수블라키아도 강추입니다!!",5.0,1,9,0.9085220098495483
8973,분위기도 좋고 맛도 좋고 괜찮았습니다,5.0,1,9,0.6503377556800842
8974,"역시 해운대맛집
너무맛있어요 ㅎㅎㅎ
맛집이라 메뉴 3개 딱있어서 갔는데 면도생면이라 너무좋았던곳이였어요!",5.0,1,9,0.9747157096862793
8975,푸짐하고 신선해요.,5.0,1,9,0.5421620607376099
8976,꼬막 맛있어요 사장님이 진짜 친절하세요,4.5,1,9,0.7808952331542969
8977,1인화로 혼밥혼술하기좋은 화로구이 맛있고 좋아요 고기도 적은양으로 원하는 만큼 주문이 가능한게 맘에드네요,4.0,1,9,0.5847704410552979
8978,맛있어요,5.0,1,6,0.34797805547714233
8979,고기 기본 소스에 마늘쫑이랑 같이 먹으면 진짜 맛있어요..!,5.0,1,9,0.8546271324157715
8980,층마다 오션뷰가 다 다르게 멋있고 뷰가 좋아요 주차하기엔 약간 힘들어요 ㅠ 그치만 카페는 이쁩니다,4.0,1,9,0.4583074152469635
8981,야외공간도 있고 예뻐요!,5.0,1,9,0.5174832344055176
8982,정말 맛있어요. 새우튀김 추가로 더 안파나요?. 새우 크기 점점 작아지는 거 같아 아쉽 ㅜ,4.0,1,9,0.3131466805934906
8983,친절👍👍,3.0,0,9,0.9036397337913513
8984,분위기 깡패인곳,5.0,1,9,0.7319062948226929
8985,굿,5.0,1,5,0.32669615745544434
8986,굿,5.0,1,5,0.32669615745544434
8987,"블로그로 맛집 찾아서 갔는데 정말 맛있었어요.
좋은자리는 기다려야하는데 힘들어서  홀에 그냥 앉았어요. 음식도 빨리 나오고 맛있었어요. 또 우도가면 들릴거예요",5.0,1,9,0.9162198305130005
8988,꼬막 맛나요!!,5.0,1,9,0.4687761068344116
8989,귤밭이 바로 앞에 있는데 아직 파라네요,5.0,1,9,0.4799025356769562
8990,맛있어요~~굿굿굿,4.5,1,9,0.7949764132499695
8991,너무 좋았어요! 음료도 너무 맛있었고 컨셉을 잡아서 순서대로 하나씩 설명해주시면서 진행하는게 재밌었어요~,5.0,1,9,0.9363011717796326
8992,아주아주 맛있어요!,5.0,1,9,0.9505933523178101
8993,ㅇㅇ,4.0,1,5,0.3793521821498871
8994,존맛탱이용,4.5,1,9,0.9479658007621765
8995,👍,4.0,1,9,0.40166938304901123
8996,하 진짜 너무 맛있네요 두번 가세요 세번 가세여 네번 가세요 맨날 가세요 ㅠㅠㅠㅠ,5.0,1,9,0.9764184355735779
8997,건강하게 먹는 아이스크림~,4.0,1,9,0.7446596026420593
8998,"지금까지 먹어본 생갈비 중 최고로 맛났습니다.
자주 갈 것 같습니다",5.0,1,9,0.9524025321006775
8999,맛있게 잘 먹었습니다,5.0,1,6,0.29394280910491943
9000,쫀드쫀득한게 넘 맛나요 ㅠ 구성이 기가막혀요❤️,5.0,1,9,0.8843317031860352
9001,항상 너무 맛있고 분위기도 좋습니다,4.0,1,9,0.9557722210884094
9002,"홍대 올때마다, 고기로 폭식하는집...늘 맛있고, 좋아요..ㅎ",5.0,1,9,0.9697585105895996
9003,내장탕에 건더기가 실합니다. 고사리육개장은 약간 죽같은 느낌인데 맛있어요.,5.0,1,9,0.33933159708976746
9004,순두부 간도 딱이고 반찬도 하나같이 너무 맛있었어요 맛집인정!!,5.0,1,9,0.972241997718811
9005,조용히 휴식하기 좋은 안심카페,5.0,1,9,0.8579754829406738
9006,사장님 진짜 너무 친절하시고 음식 너무 맛잇엇어요!!,5.0,1,9,0.9766854643821716
9007,예전같지않네요,3.5,0,5,0.49758797883987427
9008,믿고 가는 버터밀크~,5.0,1,9,0.9216030836105347
9009,.,5.0,1,5,0.2882481515407562
9010,"전체적으로 음식이 짜지 않았고 반찬도 하나하나 맛있었어요,, 생선 비린내도 안나서 좋았어요! 양 모자라면 생선 단품 추가해서 먹으려고 했는데 숭늉까지 먹고나니 배 터질거 같았어요 그리고 직원분들 친절해서 감동,,,😇 오늘 첫방문이었는데 가게도 예쁘고 음식도 정갈해서 다음에 광안리 오면 또 들릴려구요! 잘먹었습니다",5.0,1,9,0.9599016904830933
9011,맛있긴하나 많이 많이 비싸네요.. 특스시는 특별한 느낌이 없음.. 제주한그릇은 양보고 놀랐어요. 양 작게 나오는 일식집 많이 봤고 그러려니하는데 여긴 엄청 작아서 유아용인줄.. 가격 좀 내리는게 어떨까요;,2.0,0,5,0.5138603448867798
9012,"자리앉자마자 양념시키라고 하는데 소금도 드세요 양념은 기름많고 질겨요 그리고 양념찰랑찰랑 담아주셧는데 이제는 살짝 뿌려주시네요 ,아무래도 소금이 더 질좋아요 그리고 치마살을 갈때 마다 없어서 아쉽네요 ㅠ 20년 넘게 다녔는데 좀 변한거같지만 그래도 양념갈비맛이 그리울 때 종종 찾습니다",3.5,0,6,0.414286345243454
9013,친절하세요!,4.0,1,9,0.46217644214630127
9014,"다음에 제주오면 다시 방문할 곳
문어장비빔밥 맛있어요!",5.0,1,9,0.7327065467834473
9015,"조미료 사용하지않아서 담백하게 맛있는게 속이편하네요! 전복도 듬뿍들어가있고 가리비젓갈 너무 맛있네요ㅎㅎ
옥돔도 저렴하니 가성비좋습니당! 추천",5.0,1,9,0.960474967956543
9016,태국분들이 주문 받으시고 요리도 해주셔요:) 오렌지주스 서비스도 주셨어용,5.0,1,9,0.9307653903961182
9017,튀김이랑 간장게장 미쳤어요. 신선하고 맛있고 가성비도 좋아서 부모님 모시고 또 가고싶은 곳이에요. 완전 만족 ,5.0,1,9,0.9752042889595032
9018,완전 맛있어요,5.0,1,9,0.9455904364585876
9019,자리 좁음. 마주 보지 못하고 나란히 밥 먹음.,1.5,0,5,0.4503571391105652
9020,"소문듣고 갔으나...
수백은 굿, 국밥은 소소~~",3.5,0,6,0.406687468290329
9021,"찜도 맛있고 회도 맛있게 잘먹었어요
라면도 맛있어서 2번이나 주문했네요 ㅎㅎ",5.0,1,9,0.9392695426940918
9022,"해물오일파스타 진짜 최고 맛있었어요 ㅠㅠ 제주도 왔다고 향토음식만 찾지 말고 맛집을 찾아다니는 것도 좋은 거 같아요. 매장 분위기는 완전 유럽 바닷가에 있는 레스토랑 느낌이라 더 맛있게 느껴졌어요. 남편은 고르곤졸라 피자가 너무 맛있
다고 공항가는 길이었는데 남은 피자는 집에가서 먹겠다고 포장해서 가져왔네요^^",5.0,1,9,0.9707603454589844
9023,"귯~~~
",5.0,1,9,0.7909833788871765
9024,카페 너무 예쁘구 직원분도 친절해서 좋아요,4.5,1,9,0.9468191862106323
9025,"신선한 말고기를 맛보실수 있고
직원들도 다 친절하고 너무 좋았습니다",5.0,1,9,0.9708153605461121
9026,엄마랑 저는 좋았는데 아빠랑 할아버지는 싫어하셨어요. 고사리랑 고기를 간게 매운 해장국을 좋아하는 사람은 싫어할 수도 있다는 거 참고하세요.,3.5,0,6,0.40646421909332275
9027,맛은 있었는데 볶음밥 계란후라이에서 좀 큰 날파리가 나옴. 서빙하기전에 확인을 한번 하시는 게 좋을 것 같네요,1.5,0,5,0.5300561189651489
9028,생각보다 많이아쉬웠어요ㅠㅠ,3.0,0,5,0.5572242140769958
9029,최고입니다 ! 또 올게요 !,5.0,1,9,0.9668862223625183
9030,"해장하러가는데 최고네요정말 ㅎㅎ
밀면맛집중에맛집이에요!
만두도 맛있구 메뉴 다 맛있게잘먹었네요 ㅎ",5.0,1,9,0.975772500038147
9031,맛있어요!!! ㅎㅎ,5.0,1,9,0.7456611394882202
9032,"흑돼지 첨 먹었는데... 와우 식갑도 좋고 고기가
맛있었어요~~ 주차공간도 있어 좋아요",5.0,1,9,0.8363377451896667
9033,맛있어요,4.5,1,6,0.34797805547714233
9034,조아요,5.0,1,5,0.4668617844581604
9035,이 가격에 이 퀄리티면 아주 괜찮은듯 재방문 의사 충분,5.0,1,9,0.9477117657661438
9036,가격은 양대비 많이 비싼 편이라 별하나 깎아요ㅠㅠ 양은 진짜 적은데 가격대가 있는 편이라 가실가면 파인다이닝 가시는 것 추천 드려요! 맛은 사실 맛있는 편이구요 뇨끼 진짜 쫄깃히고 맛있어요! 한우솥밥은 너무비싼데 양이 너무 적어서 추천 안드려요😭 전복리조또 맛있고 로데 고로케!! 존맛!,4.0,1,9,0.36333754658699036
9037,#된장순두부#매생이순두부,5.0,1,9,0.45211857557296753
9038,너무 맛있었어요*^^* 비린 것 전혀 못먹는데도 너무 맛있게 잘 먹었습니다!,5.0,1,9,0.9665170311927795
9039,"줄서서먹는 국밥집 냄새도없고 무엇보다 고기가 너무
부드럽고 맛있고 순대도 입에서 살살녹고 국밥에
고기도 듬뿍듬뿍 들어있어 좋아요",4.5,1,9,0.9479970932006836
9040,해물오일파스타 재료가 정말 신선하고 안에 들어있는 문어랑 전복도 질기지 않고 부드러운 식감이 좋았습니다 ! 다음번 방문시 다른 종류의 파스타도 맛보고 싶네요 :) 행복한 식사였습니다 !,5.0,1,9,0.9589623808860779
9041,"분위기도 좋고 초밥도 맛있었어요 ㅎㅎ
다음번엔 고등어초밥을 먹어보고 싶네요",5.0,1,9,0.7128282785415649
9042,그냥 검색해보다가 발견해본 곳인데 곱창이 먹고 싶어 일단 들어가봤는데 기존에 먹던 곱창집보다 정말 맛있었고 단골 될 것 같습니다^^,5.0,1,9,0.9461823105812073
9043,"블로그보고 가봤는데 괜찮구 좋았어요
친절하게 서비스해주시고
양곱창은 조금 비싼음식인걸 이번에 알았어요!!",5.0,1,9,0.631743848323822
9044,수백 맛있어요..!,4.0,1,9,0.8096206188201904
9045,너무 맛있어용:),5.0,1,9,0.9540363550186157
9046,칼국수 면이 맛있죠~,4.0,1,6,0.3053455352783203
9047,"너무 맛있게 잘 먹었습니다
양도 많네요 ㅋㅋ",5.0,1,9,0.9407632350921631
9048,"맛있게 잘먹었어용~
우삼겸 짬뽕밥 되게 맛있어용~:)",5.0,1,9,0.887772798538208
9049,불친절해요,2.0,0,1,0.24387867748737335
9050,"맛잇게 잘 먹고 갑니다~!
가게가 너무 이뻐요",5.0,1,9,0.9553270936012268
9051,"강릉에서 젤 좋아하는 빵집! 
이번엔 슈톨렌 구입",5.0,1,9,0.8304651379585266
9052,맛있어요~~~~~,5.0,1,9,0.555504560470581
9053,제주 올때 마다 늘 만죽합니다. 이번에는 특히 연로하신 부모님과 같이 와 더욱 특별했습니다.,5.0,1,9,0.9548889994621277
9054,맛 있 어 요 ! 사장님 친절해요!,5.0,1,9,0.7762496471405029
9055,그냥저냥..;;,1.5,0,5,0.5668350458145142
9056,토마토 파스타랑 마르게리타 피자를 먹었는데 맛있었아요. 예약해서 청포도 에이드도 주셨는데 이것도 맛있었어요. 나중에 또 오고 싶어요,5.0,1,9,0.8753233551979065
9057,친절하고 깔끔하고 맛있어요 또 오려고 합니다:) 추천합니다!,5.0,1,9,0.9639322757720947
9058,서비스도 좋고 고기가 정말 맛있었습니다! 직원분들이 진짜 친절해요,5.0,1,9,0.9292570948600769
9059,"너무 즐거운 한상이였습니다. 창가쪽 예약 부탁드려서 광안대교 보며 행복한 저녁시간 보냈습니다! 0.5점 아쉬웠던 점은 창가쪽이 저녁이 되며 광안대교만 보이는게 아니라 내부 모습이 비
치다보니 사진을 못 담겠더라구여ㅠ 그치만 이건 개인적인거라 음식과 분위기엔 충분히 5점으로 만족합니다! 다음 부산 광안리 방문시 재방문 의사 있습니다! 감사했습니다ㅎㅎ",5.0,1,9,0.7339468002319336
9060,"라라관 부산대부터 지금까지 잘 다니고 있는데 맛은 진짜 현지맛!! 맛으로는 합격 

그러나... 최근에 다시 방문했는데 전체적으로 구성이 많이 부실해진 느낌이예요ㅠ 야채도 너무 적어져서 당면이랑 고기만 들어있는 느낌;; 숙주,청경채,버섯 등 예전보다 양도 많이 줄어서 좀 실망했네여ㅠㅠ 담부턴 돈 내더라도 사리 모둠추가해서 먹을래요",3.5,0,6,0.405133992433548
9061,"면이 쫄깃하고 깍두기가 맛있어요 (밥무료제공)

#마제소바 #계란 #첨성로음식점 #차슈 #경주황리단길",5.0,1,9,0.5991800427436829
9062,아점으로 먹었어요,3.0,0,6,0.39888671040534973
9063,비빔국수는 많이 아쉽고 고기국수는 먹을 만해용,3.0,0,5,0.4757668077945709
9064,최근에 먹어본 스시중에선 최고인듯 진짜 잘먹었어요 ㅎㅎ,5.0,1,9,0.9722759127616882
9065,양에비해 비싼편.. 배부르게는 못먹음. 맛은있다.,4.0,1,5,0.4872282147407532
9066,"매운맛 소바랑 기본소바 두개 시켜 나눠먹었어요! 기본 소바는 살짝 짠감이 있지만, 두개 소바 모두 정말 맛있게 잘 먹었습니다. 밥까지 싹싹 비벼 먹었습니다! 다시마 식초 넣으면 감칠맛이 더 살아나서 맛있는 거 같아요!",4.5,1,9,0.9364663362503052
9067,엄청 친절하고 양도 많고 맛있네요,5.0,1,9,0.9312876462936401
9068,늘먹던 곳입니다,5.0,1,9,0.8393561244010925
9069,"가격에 비해서 평범한 맛입니다.
특별히 맛있는지 모르겠고, 그냥 어디서나 먹을 수 있는 그런 맛이었어요.
찾아서 갈만한 맛은 아닌것 같아요",1.5,0,5,0.41575393080711365
9070,이번 가을 코스 좋아용~,5.0,1,9,0.7914048433303833
9071,좋아요,5.0,1,5,0.350778728723526
9072,너무 맛있어요 한국에서 먹어본 타이음식점 중에 최고,5.0,1,9,0.9688962697982788
9073,음식은 맛 괜찮은데 일반 술집 이상으로 시끄러움.. 앞사람 목소리 듣기도 힘들어서 두번씩 말해야함,3.0,0,5,0.35813507437705994
9074,구워줘서 편하긴 한데 센불에 구우니 맛은 떨어지는듯 해요~,4.0,1,5,0.45435819029808044
9075,풍성하고 두툼하게 회가 들어가 있어요. 주차도 여유있고 식당 실내도 쾌적합니다.,3.5,0,9,0.8188347220420837
9076,"웨이팅 순서대로 안넣어주고
번호표도 5번까지만 줘서 늦게온사람이 6번째로 들어감 일인일주문 해야해서 음식반넘게 남고 주문하고 거의 한시간만에 음식나왔음",0.5,0,3,0.24590636789798737
9077,맛있습니다,4.0,1,6,0.3139202296733856
9078,진짜 개 쥰 맛,5.0,1,9,0.9714183211326599
9079,겉 모습도 너무 고풍스럽고 한옥느낌이라서 여기서 먹으면 뭐든 맛있을 것 같은 느낌입니다 ㅜㅜ 역시나.. 맛 보장... 최고였습니다.,5.0,1,9,0.9715597033500671
9080,맛있어요,4.0,1,6,0.34797805547714233
9081,좋아요,5.0,1,5,0.350778728723526
9082,"평양냉면의 맛은 와~ 맞습니다!  다만 만두에서 머리카락도 나왔고,  다시 나온 만두는 딱 뒤집혀서 그냥 담은 모습으로.. 직원들의 대응도 아쉽습니다. 지인 추천으로 갔는데 ㅡ 너무 실망했습니다. 다시 가게 되지는 않을 것 같아요.",1.0,0,3,0.29039013385772705
9083,오뎅탕 맛나요:),5.0,1,9,0.5063717365264893
9084,가격 대비 전혀 특별할 것 없는 맛이었고 왜 2줄부터 판매하는지 모를 ..,2.0,0,5,0.2854761779308319
9085,맛있어요,5.0,1,6,0.34797805547714233
9086,"정말정말 자주가는 김밥집 입니당!
엄마가 싸주는 김밥 맛 나서 자주 찾게되는거 같아용🙃",5.0,1,9,0.9621128439903259
9087,"#전복회덮밥 #성산맛집 #제주성산  여자친구와 간 성산맛집이라 생각합니다 ㅎㅎ  배고픈 와중 가는길에 건물이 이뻐서 들렸는데 음식의 맛도 좋고 깔끔하고 지금 같은 코로나 시대에 따로 음식을 주는게 너무 좋은거 같습니다 ㅎㅎ  그리구 사
장님과 사모님도 참 좋으신거 같습니다 😄",5.0,1,9,0.9287480115890503
9088,맛집으로 소문나서 검색하고 찾아왔는데 너무 맛있었어요!! 볶음밥도 맛있었습니다 :),5.0,1,9,0.9454992413520813
9089,"매장도 넓고 친절해요. 
고기맛도 넘 좋네요^^",5.0,1,9,0.8978241682052612
9090,"분위기체고
수플레 달달 ㅎㅎ",4.0,1,9,0.8344311118125916
9091,데려가는 사람마다 좋다고 하네요^^,5.0,1,9,0.9429084062576294
9092,분위기도 좋고 맛있어요,5.0,1,9,0.615000307559967
9093,굿,5.0,1,5,0.32669615745544434
9094,"아이에게 친절히 대해주셔서 감사합니다.
맛있게 잘먹었습니다.",5.0,1,9,0.8829833269119263
9095,양도 많고 맛도 좋고 음식이 빠르게 나와요~ 추천드립니다!,5.0,1,9,0.9720179438591003
9096,굿,5.0,1,5,0.32669615745544434
9097,냄새도안나고 너무맛있어요 신선한게 팍팍 느껴지네요,5.0,1,9,0.9623333811759949
9098,좋아요,5.0,1,5,0.350778728723526
9099,가격대비 만족합니다,4.0,1,9,0.4087562561035156
9100,멘보샤와 우육면은 맛있었는데 탄탄면은 국물이없는거였어요. 땅콩소스가진해서 제입맛엔 잘안맞았는데 이색적인맛이예요.우육면은 고기도 부드럽고 국물이 진국이예요.멘보샤도 맛났어요.,4.0,1,7,0.34033283591270447
9101,"친구랑 가서 한명은 봄코스, 한명은 미니코스로 마셨어요!! 어떤차인지 친절하게 잘 설명해주셨고 천천히 이야기하면서 마실수있도록 배려해주셔서 편안하고 따뜻한시간 보냈어요! 감사합니다 :)",5.0,1,9,0.9653822779655457
9102,"강아지 동반할수 있는 곳이라 대게 먹으러 속초갈때 늘 들르는 곳입니다~^^
사장님, 서빙하시는 분,  주방분 모두 모두 친절하시고 강아지 예뻐해주셔서 계속 갈듯해요
",4.0,1,9,0.9676187038421631
9103,"1. 웨이팅 등록 - 카톡 알림 - 다른데서 대기 - 연락받고 다시오면됨 2. 친절한 직원들 3. 식전 순두부: 통 낙지 + 김치 + 곱창 두어개 맛있음 4. 곱창(₩26000) + 대창(₩21000): 뚱대창이라서 너무 느끼했음. 소기름 다 잘라먹음. 기름많이붙
은 곱창. 곱이 많지도 적지도 않음. 조금 질김. 5. 밑반찬: 파김치가 새콤하니 맛있음. 간천엽 신선함. 6. 소스: 참기름장 / 마늘 고추 들어간 새콤한 소스 * 멀리서 찾아올정도로 웨이팅까지해서 먹을정도로 특별하진않네요 (개인적 기준)",3.5,0,5,0.5194019079208374
9104,맛있었고 생각보다 양도 많고 좋았어요,4.0,1,9,0.6680324673652649
9105,재료도 신선하고 맛있었어요! 내부 인테리어도 이쁘구요 추천!,5.0,1,9,0.9268474578857422
9106,직원분 너무친절하고 안맛있는게 없어요. 샐러드 드레싱도맛있음. ...ㅠ,5.0,1,7,0.27219271659851074
9107,좋음,3.5,0,5,0.3155599534511566
9108,너무 좋아요!!! 동네맛집,5.0,1,9,0.9634780287742615
9109,"소머리국밥 고기는 신선
맛은 음 소소
아직 이런맛 잘 모름",3.5,0,5,0.5534943342208862
9110,"점심에 보리정식 3가지 중에 제육정식 주문했어요. 사장님께서 엄청 친절하셨고 식당 규모가 커서 테이블이 널찍널찍해서 좋았어요. 제육, 나물, 반찬 다 맛있고 속도 편안했어요. 이번 주에 또 갈꺼에요~^^",5.0,1,9,0.9412263035774231
9111,첫번째방문,5.0,1,5,0.49792149662971497
9112,"육사시미도 꼬막무침도 둘다 너무 완벽해요
너무 제스타일이예요 배불리 잘먹고가요",5.0,1,9,0.9760257005691528
9113,최근3년간 먹은것 중 최고,5.0,1,9,0.9601905941963196
9114,맛있어요. 약간불친절,5.0,1,6,0.33904579281806946
9115,자주옵니다,5.0,1,9,0.6059554815292358
9116,"맛은 괜찮음. 2층은 모르겠고  1층에는 가림막이 2ㅡ3군데만 되어있음 1층 직원분들과 2층에 직원분들과 소통이 안되어  1층 직원들이 그만둔다어짼다 육두문자를 쓰시는데 식사시간을 방해받아 기분이 몹시 언짢았네요. 그렇
다고 식사하고 있는 저희나 다른손님께는 불친절하지않고 친절히 대해주셨음..",3.5,0,5,0.5002245903015137
9117,배달시켜 먹었네요~~^^,4.0,1,6,0.3334333598613739
9118,맛집중에맛집,5.0,1,9,0.9378706812858582
9119,"깔끔하고 맛있어서 괜찮은 식사였지만 음식 제조 과정의 위생은 잘 모르겠네요. 아메리카노 탄맛 강합니다... 우선 베이커리류는 비닐 조차 덮여 있지 않아서 구매하지 않았습니다. 주방에 계시는 남성분은 턱스크에 베이커리여
자분은 아예 마스크를 하지않았고 피자 만드시는분은 피자 자를때 맨손으로 피자를 잡으시네요.... 세분이서 주방에서 수다를 떠시는 모습을 봤는데 파스타 만드시면서 세분 모두 마스크 착용을 안하셨어요... 차라리 말이라도 안
하면 덜 걱정할텐데 말이죠 손님인 저희에게는 마스크 착용을 권하셨으면서 왜 직원들은 안하나요.......... 백종원 by 오라 라고 명패 걸려있던데 백종원님한테 위생으로 혼날듯",0.5,0,0,0.4391686022281647
9120,맛있어요,5.0,1,6,0.34797805547714233
9121,빵도 맛있고 빼쉐도 맛있었습니다. 특히 팡도루가 달콤해서 좋았어요.,5.0,1,9,0.6883782148361206
9122,친구와 맛있게 먹고 간 기억에 부모님 모시고  한번 더 방문했습니다.   직원 분들도 친절하시고  기분 좋게 정말 맛있게 잘먹었습니다!! ,5.0,1,9,0.9691670536994934
9123,"정취가 있고, 언양불고기의 산입견을 뺀 곳. 이번이 두번째 방문인데, 진심 맛있음. 부들부들 야들야들 촉촉 달달 입안에서 녹습니다.",5.0,1,9,0.9735769629478455
9124,와플이 맛있는 곳! 하지만 조금 비싸다..,4.0,1,7,0.33868369460105896
9125,재방문 100%너무 맛있게 잘먹었습니당,5.0,1,9,0.9733423590660095
9126,주차가 좀 불편하고 뼈등심 뼈목살은 시도해볼만요!매장이 너무 바빠서 여유롭게 먹기는 힘드네요,4.0,1,6,0.4322469234466553
9127,강화도점이 더 좋긴한데 여긴 가까워서 좋아요~,4.0,1,6,0.3320411145687103
9128,"말내장탕 홀 이모가 현지인 아니라구
냄새 난다구 하는데
도젼 맛만 난데쓰",2.5,0,9,0.4391848146915436
9129,맛있어요,5.0,1,6,0.34797805547714233
9130,초심을 잃은 집. 분명 일전엔 우럭을 주문과 동시에 바로 튀겼으나 지금은 초벌은 미리 해놓고 주문하면 데피는 방식으로 시스템화시키셧네요. 양념은 같겟지만 다시 데핀 우럭은 씹을 수가 없이 딱딱하고 질겨졋습니다. 회전율은 높아졋지만 전에 맛잇던 그 맛을 다신 볼수없는 아쉬움이 남는 집.,1.0,0,1,0.27152320742607117
9131,#소바맛집 #대학로맛집 #마제소바 #아부리소바 마제소바가 갠적으로 ㅎㅎ 넘맛있음!,5.0,1,9,0.9361514449119568
9132,맛있어요,4.0,1,6,0.34797805547714233
9133,분위기 좋고 친절하고  줄이 길었는데 생각보다 빨리빨리 줄었어요 페페로니 파스타가 특이해서 먹어봤는데 청양새우파스타가 젤 맛있었어요,4.0,1,7,0.3231610357761383
9134,"분위기 최고!

너무 좋아서 두번 방문했어요 ^^",4.5,1,9,0.9370061159133911
9135,정식이 너무 좋았던 집~ 전이랑 막국수 조합 짱짱이었어요 양도 많고 굿굿!,5.0,1,9,0.9218637347221375
9136,"사장님 엄청친절하시고 엄청 맛있게 잘먹었습니다

코로나로 요즘 힘드실텐데 힘내세요...!.",5.0,1,9,0.9667614102363586
9137,예약 시간보다 일찍 도착했는데 뷰 좋은자리로 안내해주셨고 코스요리도 맛있었습니다 종종 애용할꺼 같아요~,5.0,1,9,0.886936366558075
9138,진하고 푸짐,5.0,1,9,0.37729987502098083
9139,굿,4.0,1,5,0.32669615745544434
9140,맛이 좀 약해진거 같은데 나만 그런 건가?,4.0,1,5,0.39273348450660706
9141,맛있게 잘먹었습니다,5.0,1,9,0.3370772898197174
9142,"불고기 야채는 적은편. 감자와 배추국은 맛있음.
옥수수범벅? 도 맛있음. 모두부엔 야채가 따로 나오진 않음.",4.0,1,6,0.43827298283576965
9143,파스타와 피자는 먹을만 하네요!,4.0,1,6,0.44286587834358215
9144,제주도 갈때마다 매번 들려요 ^^,5.0,1,9,0.9086027145385742
9145,요새 초밥 못먹었었는데 땡겨서 검색해서 가보았는데 완전 제취향저격 맛 ! 💕,5.0,1,9,0.9755426049232483
9146,강추합니다~~^,5.0,1,9,0.8849790096282959
9147,여기뷰맛집에 커피도맛잇네요ㅠㅠ우연히왓는데 조용하고좋아요!!,5.0,1,9,0.9460466504096985
9148,빳 커피 맛나요,5.0,1,9,0.31756630539894104
9149,인생 떡볶이 맛집,5.0,1,9,0.9713113307952881
9150,가격 싸고 맛도 좋아요,5.0,1,9,0.6628840565681458
9151,와플 핵좋맛탱 여기 커피랑 밀크티도 좋맛이에요,5.0,1,9,0.9710379838943481
9152,항상 맛있어용,5.0,1,9,0.9164770841598511
9153,원해 생선 잘 안먹는데 양념도 좋고 갈치가 부드럽네요 앙념이👍👍,5.0,1,9,0.48914432525634766
9154,"가족들이랑 부산놀러가서 한끼했어요~
반찬도 깔끔하고 적당히 나왔구요! 가성비도 좋았습니다. 직원분들이 친절하셔서 먹는내내 힐링했네용ㅎㅎ잘먹었습니다!
#광안리맛집 #뷰좋아요#갈비맛있음",5.0,1,9,0.943790078163147
9155,굿,4.0,1,5,0.32669615745544434
9156,좋아요!!!!!!!,5.0,1,6,0.30749937891960144
9157,완전 맛있는 해비화이트^^,4.5,1,9,0.9619171023368835
9158,포장이라 빵이 식어서 그런지 질겼다 ㅠㅠ,2.5,0,5,0.5117266178131104
9159,와인을 예약한 인원수 만큼 주면 좋을듯,3.5,0,6,0.38888970017433167
9160,커피도 맛있고 쿠키도 맛있었어요~,5.0,1,9,0.598341703414917
9161,"앙버터도 맛있고 휘낭시에도 맛있고 바나나푸딩도 맛있는데  치아바타가 다른데보다 유독 맛있어요!!! 바닐라크루아상은 무슨맛인지 궁금했는데 슈크림빵 크림맛? 비슷했고 아몬드카야잼크루아상은 다른데서 볼 수 없는 맛이었
고 매콤크림치즈는 생각보다 많이 달았어요..",5.0,1,7,0.3442039489746094
9162,"소바도 종류가 많은줄 처음알았어요!
맛이 궁금해서 세가지 다 다른맛으로 시켜봤는데 다 맛있었어요! 그중에서 저는 미도리소바가 제일 맛있었습니다 ㅎㅎ",5.0,1,9,0.9260614514350891
