,리뷰,평점,라벨링,predicted,score
8035,맛있습니다.,5.0,1,6,0.28831416368484497
8036,"찐맛집이에요!
몸국은 애기들먹기도 좋아요",5.0,1,9,0.8642545938491821
8037,분위기가 이국적이며 맛있어요,4.0,1,9,0.595024824142456
8038,짱 맛나요,5.0,1,9,0.5067799687385559
8039,#맛남,4.0,1,9,0.6533716917037964
8040,정말정말 최고로 맛있어요,5.0,1,9,0.9807522296905518
8041,"맛있구 친절하고 고양이도 귀여워요ㅠㅠ 삭삭비웠습니당 
다음에 제주여행오면 문어파스타먹어보고싶어요ㅠㅠ ㅠ 강추에용",5.0,1,9,0.9324475526809692
8042,맛있게 먹었어요,5.0,1,9,0.32679569721221924
8043,최애맛집😍,5.0,1,9,0.9435897469520569
8044,친절해요,5.0,1,6,0.43755704164505005
8045,가격대비 맛있어요 다만 소스가 많이 들어있어서 패티맛이 적게 느껴집니다,4.0,1,6,0.4753473699092865
8046,아아는 맛있어요,4.0,1,5,0.4168457090854645
8047,"흑돼지해물삼합 짬짱짱 맛있어요^^
제주도 올때마다 오고싶은곳 
재방문 걍추걍주",5.0,1,9,0.9783951044082642
8048,친절하시고 커피도 맛있어요,5.0,1,9,0.883213222026825
8049,맛있어요,4.0,1,6,0.43294763565063477
8050,떡은맛있었고 양념은찐했어요,3.0,0,6,0.5057323575019836
8051,바로 구워주니 맛있었어요,4.5,1,9,0.46916434168815613
8052,맛있어서 오면 꼭 들르게 됩니다.,5.0,1,9,0.925816535949707
8053,이쁘게좋은데 사람이 너무 많네요 인기가많아그런가봐요,5.0,1,6,0.25189223885536194
8054,"아주맛있습니다~
순대고기국밥에는 수육을 따로안시켜도될정도로 고기가 많이들어있어오~",4.0,1,9,0.8962453007698059
8055,"여전히
맛있네요 ㅎㅎ",4.0,1,9,0.8641238808631897
8056,송도에서 맛집의 성지라고 소문난곳이라서 순례갔습니다 .. ㅋㅋ 성지순례하는 보람이 있었습니다 시그니처 메뉴로 보이는 꽃삼겹이 특히 맛있었습니다 밑반찬도 다 맛있음!,5.0,1,9,0.8155195713043213
8057,분위기도 좋고 맛도 너무 좋았어요 엄마가 음식 너무맛잇다구 좋아하셔서 기분좋네요^^,5.0,1,9,0.9771520495414734
8058,"일하시는 분이 마스크를 안쓰시면 다시는 이용을 안합니다 이름에 걸맞게 마스크 잘 쓰고 계셨고 신속한 음식 준비에 깔끔한 포장, 맛은 두말 할 것 없는 수준입니다",5.0,1,9,0.9633322954177856
8059,직원분 친절하시고 ㅋㅋ 자몽에이드 맛있었어요,3.0,0,7,0.38659989833831787
8060,아이가 좋아하는 베이커리가 있어서 자주 가게 되네요. 커피맛도 괜찮어요,4.0,1,7,0.3524423837661743
8061,"테마를 정해서 차를 코스처럼 맛볼 수 있다는 생각이 새로웠고, 생각보다 차를 마실 수 있는 레시피나 방법이 여러 가지가 있다는 걸 알게 되었습니다. 티 마스터분들이 손잡이 방향은 어느 쪽이 편한지, 못 먹는 식재료가 있는지를 세심하게 신경써주시는 점도 좋았어요. 2시간이 길게 느껴지지 않을 만큼 즐거운 티타임이었습니다. :)",5.0,1,9,0.9673340916633606
8062,"밑반찬들도 다 맛있고, 갈치 구이와 조림 둘다 살 오동통하니 너무 맛있었어요 :)",5.0,1,9,0.9829427003860474
8063,사장님이 인심이 너무 좋으셔서 서비스도 많이 주시고 양도 너무 많아서 배 터지게 먹었어요 진짜 맛도 여기가 최근 다니던 음식집 중에서 젤 맛나네요 ^~^,5.0,1,9,0.9927003979682922
8064,맛있어요,4.5,1,6,0.43294763565063477
8065,굿,5.0,1,6,0.4950698912143707
8066,좋아요,4.5,1,6,0.4311637580394745
8067,ㅎㅎ,4.0,1,5,0.3931658864021301
8068,좋아요,4.5,1,6,0.4311637580394745
8069,마약 탕수육과 짜장 짬뽕을 먹었는데 탕수육은 고기가 냄새도 안나면서 맛있게 잘 먹었습니다. 음식은 그럭저럭 괜찮았는데 주말이어서인지 서비스는 조금 별루 였네요. 분명 입장할때 네이버 예약이라고 말하고 직원분도 확인을 했음에도 만두 서비스는  저희가 식사를 마칠때 쯤 물어보니 마치 처음 듣는 것 처럼 예약했냐고 묻고는 예약 화면 보려달라고 하시더라구요. 처음부터 혹은 테이블에라도 안내가 되어 있으면 좋겠네요.,3.0,0,5,0.6321417093276978
8070,광안리 바닷가를 보며 편하게 누워서 책을 읽을 수 있는 곳! 넘 좋았습니다!,4.0,1,9,0.8807376623153687
8071,좋아요,5.0,1,6,0.4311637580394745
8072,"너무 맛있었습니다
배터지게 먹구 갑니다🧡🧡",5.0,1,9,0.9544190168380737
8073,곱이 가득가득하고 고소해요 ㅎㅎ 어떤곳은 잘못가면 곱이쓰고 질긴데 여긴 전혀 안그렇고 사장님도 친절하세요 ㅎㅎ 쏘주가 콸콸들오가용!!!!!,5.0,1,9,0.9866478443145752
8074,만족합니다,5.0,1,9,0.33836865425109863
8075,전복죽 맛있어요. 미더덕해장국 시켜서 같이 먹으니 더 맛있네요.,5.0,1,8,0.3655107617378235
8076,좋아요,4.0,1,6,0.4311637580394745
8077,맛있어요 20년 단골입니다,5.0,1,9,0.9486376047134399
8078,"소고기 쌀국수, 소프트크랩 커리, 무슨 티..?
태국 음식 맛있게 잘 먹었어요~
뷰도 너무 이뻐요!!",5.0,1,9,0.9858366250991821
8079,주차 수월하게 할 수 있는 다양한 빵을 접할 수 있는 카페,3.0,0,7,0.3462879955768585
8080,광안대교 뷰 짱.. 너무 친절하시고 맛있어요,5.0,1,9,0.910568356513977
8081,시원해요,5.0,1,6,0.48820409178733826
8082,#홍대 #고에몬  맛집이라그래서 갔는데  역시나 실망시키지않는 맛. 명란 한가득 취향저격이거니와~ 오믈렛  장난아니네! 디저트 까지  기분좋은 식사!  커피는~~ 흔한맛!^^,5.0,1,9,0.8147403597831726
8083,"3ㅡ4년만에 일부러지인들과 소바먹으러갔었는데 빨간티셔츠입은분 진미집젊은 사장님인것같은데 옆테이블 나이드신두분과 말싸움질하던데 음식장사하면서 부모님같은분에게 주차문제로 한마디한마디 대드는거보니 보기가 안좋았네요 주인이바뀐건지모르지만 볼썽사납더군요 소바
는 옛날맛도없었고 기름때가면서 방문할일이없을듯합니다 코로나로인해 한분한분 손님 소중히여기시길바랍니다",0.5,0,0,0.8296706080436707
8084,"동죽들어간 칼국수인데 가격 저렴하고 맛있어요!!
국물맛이 좋아서 밥말아먹고 싶더라구요
전도 바삭하니 맛있습니다! 김치가 조금 매웠지만 다른건 다 좋았습니다☺",4.5,1,9,0.47041022777557373
8085,맛있었어요 아바이순대국이 맛있어요,5.0,1,6,0.3170306086540222
8086,치킨 수블라키아랑 아란치니 정말맛있고 직원분들도 참 친절하셔서 별 다섯개드립니다^^,5.0,1,9,0.974113404750824
8087,굿,5.0,1,6,0.4950698912143707
8088,별로 기대 안했는데 맛있었어요,5.0,1,9,0.6331490278244019
8089,맛있는데 1인분으론 양이 너무 많고요 사람 진짜 많아요 ㅋㅋ 이시국에 줄서서 먹는 집이에요,4.0,1,6,0.6896260380744934
8090,분위기때문에 와도 좋을곳이예요 ㅎㅎ,4.0,1,9,0.8774877190589905
8091,분위기가 좋아용,5.0,1,9,0.670340895652771
8092,너무너무너무너무 맛있어요ㅠㅁㅠ,5.0,1,9,0.985944926738739
8093,맛있는데 기본적으로 불친절함이 장착되어있어요,4.0,1,5,0.3354800343513489
8094,맛있어요,5.0,1,6,0.43294763565063477
8095,포장해서 숙소에서 먹었는데항아리 물회 양도 많고 맛있어요! 전복죽도 푸짐 ㅎㅎ 전복이랑 야채 같이들어간 전복죽입니당,5.0,1,9,0.8920885920524597
8096,주변에 산책하기도 좋고 여행와서 기분전환하고 가요~ 맛도 훌륭하고 직원분이 친절하셔서 기분좋네욤,5.0,1,9,0.9753836989402771
8097,맛은있는데.. 냉채족발의 족발은 적네요..,4.0,1,5,0.4938441812992096
8098,"대게 속이 아주 꽉차고 실하네요
스끼다시도 정갈하게 한상 잘나왔습니다!
무엇보다 친절하셔서 더 좋았어요 ㅎㅎ",5.0,1,9,0.956106960773468
8099,분위기는좋음,3.5,0,6,0.49633392691612244
8100,떡이 쫄깃쫄깃! 맛있네요^^,5.0,1,9,0.5094897747039795
8101,"너무 오래 기다려야해서 힘들지만ㅠㅠㅠ
또 가게되는 매력이 있어욥",5.0,1,9,0.5116369724273682
8102,원래 닭요리를 잘 안먹는데 이집 먹어보고 반했다나여 ㅠㅠㅠ 깔끔하고 친절해요,5.0,1,9,0.9309628009796143
8103,"회도 맛있고 나가사키 짬뽕탕도 맛있었는데,, 연어머리구이가 젤 맛있었습니당 갈때마다 항상 만족해요",5.0,1,9,0.8354916572570801
8104,인테리어맛집,5.0,1,9,0.3241320550441742
8105,뷰가 끝내줘요,3.5,0,9,0.8046867251396179
8106,다음제주여행때 또올래요,5.0,1,9,0.700484037399292
8107,"오랜만에 먹어도 정말 맛있네요~
한결같은 맛 좋습니다",5.0,1,9,0.9680777788162231
8108,맛있어요 그리고 친절하세요,5.0,1,9,0.6464169025421143
8109,너무 맛있게 잘먹었습니다:-) !!!,5.0,1,9,0.9519194960594177
8110,맛나요,5.0,1,6,0.2830806374549866
8111,맛좃ㄴ음,5.0,1,9,0.7899454832077026
8112,수제돈까스 너무 맛있어요 친구추천으로 왔는데 맛있어서 좋아요 직원분들도 친절~,5.0,1,9,0.8048930168151855
8113,맛있어요,5.0,1,6,0.43294763565063477
8114,"쌍화차 양도 많고 정말 진한 맛이예요^^
대추차도 진해서 든든하네요!!!",5.0,1,9,0.8636257648468018
8115,족발촉촉하고 맛있어요,4.5,1,7,0.3922909200191498
8116,굿,2.5,0,6,0.4950698912143707
8117,오예!!  너무나 맛난 에키소바!! :)  친절하시고 음식 맛도👍👍👍,5.0,1,9,0.9697133302688599
8118,중앙시장 구경왔다가 들렀는데 매장도 깔끔하고 커피도 맛있네요^^,5.0,1,9,0.848945677280426
8119,뷰맛집이에영,4.0,1,9,0.4628836512565613
8120,생면이라그런지 면이 다른데랑 다르게 훨씬 맛이 좋아요 친절하시고 음식도 맛있고 또 방문할게요!,5.0,1,9,0.9713093042373657
8121,"떡볶이가 맛잇어요
김밥은  속이 생이라 살아서  아쉽네요",4.0,1,6,0.4296988844871521
8122,"맛있어여. 달걀이 폭신 하고, 명란은 짭짤. 단무지 랑 햄 없고 브로콜리 듬뿍 너무 좋아요. ",5.0,1,9,0.9508064985275269
8123,"대기줄이 넘길긴한데, 맛있었어요! ",5.0,1,7,0.38255202770233154
8124,"부끄러워서 누구인지는 못밝히지만
직원분들 너무 친절하구 훈훈해영><",5.0,1,9,0.9190982580184937
8125,4층 바다전망 굿,4.0,1,8,0.3339979946613312
8126,짱짱,5.0,1,9,0.9405245184898376
8127,"한번 만 올수는 없는 곳 !!!
자꾸자꾸 생각 나는 곳!!!!",5.0,1,9,0.8835247159004211
8128,아주 맛있고 귀걸이가 이쁘다,5.0,1,9,0.5738306641578674
8129,분위기도 좋고 맛있어요!,5.0,1,9,0.7185133099555969
8130,그냥그랬어요,2.5,0,5,0.6749666333198547
8131,"식탁으로 되어있고, 입식이라서 편하게 잘먹었습니다.
자연산다금바리 회가 싱싱하고 좋네요! 매운탕보다 맑은지리가 맛있고 좋았어요. 사장님추천  다금바리지리! 근처 천지연폭포 새연교도 가깝고 좋았어요",5.0,1,9,0.5812737345695496
8132,"찐찐찐맛집이예요 웨이팅은 있었지만 넘 만족
양이 넘 많아 남겼어요",5.0,1,9,0.9263964891433716
8133,친절하고 맛있아요!,5.0,1,9,0.6667073965072632
8134,"생선초벌한후 숯불에 또한번구워가며
먹는데 담백해서 너무너무 맛있었어요
1인된장찌개까지 최고짱입니다",5.0,1,9,0.9848163723945618
8135,여기 예약필수에용 ㅎㅎㅎ 두번째방문인데 두번 다 만족입니다 너무 맛있어용😆😆,5.0,1,9,0.9922602772712708
8136,비쥬얼부터 맛까지 굳굳~~ 👍🏻,5.0,1,9,0.9573501944541931
8137,도삭면,4.5,1,5,0.5245099067687988
8138,"깔끔하고 맛있어요!
밥이 윤기가 장난아니에요",4.5,1,6,0.32247355580329895
8139,"조용하고 뷰가 너무 좋아요
아이도 좋아해요",5.0,1,9,0.9160835146903992
8140,오후2시 쫌넘어서  애플파이 다나갔더라구요ㅠㅠ 너울라떼와 쑥라떼 먹었는데 고소하고 맛있어요!!,5.0,1,9,0.8078428506851196
8141,뷰가조아요,5.0,1,6,0.40796446800231934
8142,근처에 주차장도 가깝고 맛도 좋아용~~ 배추김치 맛집,5.0,1,9,0.8336514830589294
8143,닭이질김,3.0,0,5,0.5274777412414551
8144,통갈치구이 짱맛,5.0,1,9,0.8002784252166748
8145,분위기도 좋고 너무 맛있어요~ 수블라키 강추합니다!,5.0,1,9,0.980315625667572
8146,차가 맛있었어요,5.0,1,6,0.394904762506485
8147,"제주에서만 맛 볼수 있는 몸국, 고사리해장국 입니다. 제주에 오면 한번쯤은맛 보고  가는것도 좋을 것 같습니다.",5.0,1,7,0.2636360824108124
8148,자극적인 맛보다 속 편하고 든든한 맛인데 맛있어요!! 순두부전골 시킬때 나오는 비지도 맛있었습니다!,5.0,1,9,0.5226544141769409
8149,"궁물맛이 좀 변한거 같아여 
걸쭉햇엇는데 너무 맑아졋ㅇㅓ요",4.5,1,9,0.29567164182662964
8150,뭐가 그렇게 맛있다는지 이해가 안간다 사실 거품이 많이 생긴 집 먹다가 모래도 씹혔다 가격은 비싸기만 하고 다른 곳에서도 여러 꼬막비빔밥을 먹어봤는데 그곳이 더 맛있었다 심지어 체인점인데 거기도 나는 이제 연안식당이나 가련다,1.0,0,0,0.6441418528556824
8151,김밥이깔끔합니다,5.0,1,5,0.352055162191391
8152,맛있어요 특히 밥에 쪽파 썰어서 나오니까 느끼함을 잡아주고 가격도 착하고 나오는데 시간은 좀 걸리지만 굿,5.0,1,9,0.43320953845977783
8153,검색해보고왔는데 말고기는첨이라 좀 걱정했거든요? 근데 사장님이 진짜친절하게 설명해주시고 맛도 부담없이 먹을수있더라구요^^,5.0,1,9,0.9270778894424438
8154,돌아나오면 생각나는! 특별한 비빔소바 집이에요. 같이 간 친구는 느끼하다고 했는데 식초랑 곁들여 먹으면 꿀맛이라고 하더라구요 ☺️,5.0,1,9,0.9586714506149292
8155,하나하나가 넘 맛있어요!,5.0,1,9,0.8380962610244751
8156,"맛있어요~
#제주 #해장국맛짐",5.0,1,9,0.46060609817504883
8157,"분위기 넘 좋구,,, 디저트도 맛있고 음료도 맛있어요 오래오래 자리 지켜주세요~~♡",5.0,1,9,0.9090943336486816
8158,젛아요!,5.0,1,9,0.5835478901863098
8159,줄서먹는밀면집이랍니다,5.0,1,9,0.40865322947502136
8160,늘 그렇듯 음식이 너무 맛있고 사장님을 비롯한 서빙을 해주시눈 분들까지도 너무나 친절하시고 우리동네 최고의 맛집이에요.... 어떤 행사나 중요한 지인분들 모임에는 꼭 비비에서 식사를 하지요 -영희,5.0,1,9,0.9903552532196045
8161,"제주도 여행 첫 밥집! 현지인 추천 맛집이라고 해서 왔는데 음식도 깔끔하고, 너무 맛있게 먹었어요ㅋㅋ 둘이서 a셋트 먹으니 배부르네요~",4.5,1,9,0.9669027924537659
8162, 직원분이 설명해 주는 대로 먹으면 맛있어요!,5.0,1,7,0.38657301664352417
8163,크고 좋아요^^ 아이가좋아함,5.0,1,9,0.38501089811325073
8164,맛있어요~ 저흰 2인에 애기 하난데도 엄청 배부르게 먹고 나왔어요~ 1인 조림도 먹고 싶었는데 넘 배불러서 갈치도 겨우겨우 다 먹었네요~~,4.5,1,9,0.9419413208961487
8165,너무너무 맛있게 잘먹었어요 음식먹고나서 뒷맛도 너무깔끔해서 좋았어요~,5.0,1,9,0.9696496725082397
8166,ㅎ,4.0,1,5,0.4054476320743561
8167,맛있고 자리도 넓고 양도 푸짐하고 서비스도 좋네요,4.5,1,9,0.7504611611366272
8168,면에서 윤기가 나는게 맛깔 스럽네요. 양념도 잘 베어있고 푸짐해서 좋아요,5.0,1,9,0.8965200185775757
8169,맛있어요,4.5,1,6,0.43294763565063477
8170,"커피숍이 너무 멋져서 방문했어요~ 
어머니께서 정말 좋아하셨어요!!
메뉴쵸이스에 너무 고민했는데 사장님께서 친절하게 응대해주셔서 기분좋은 하루를 보냈네요~감사합니다! 자주갈것같아요 !",5.0,1,9,0.9807515144348145
8171,"물, 비빔 따로 메뉴가 있는게 아니라 자기 입맛대로 취향껏 만들어 먹는 막국수라서 맛을 정확히 논하기가... 그래도 동치미 깔끔하고 메밀전도 맛있었어요",4.0,1,7,0.36319687962532043
8172,믿고 가는 알디프,5.0,1,9,0.810196042060852
8173,조갈찜 너무 맛있어용 ㅠㅠ 데이트코스로 짱입니당 다음번에는 가족이랑 방문하겟습니당,5.0,1,9,0.9862956404685974
8174,좋아요,3.0,0,6,0.4311637580394745
8175,너무 맛있게 먹었어요~~ ,5.0,1,9,0.9148233532905579
8176,👍🥰,4.0,1,9,0.6846738457679749
8177,홍시 맛있어요.,4.5,1,7,0.2968742847442627
8178,경치가 좋아요=,4.5,1,6,0.4885430634021759
8179,진짜 허겁지겁 쳐먹었어여 존나 맛있어요 진짜ㅠㅠㅜ 고기넘 맛있고 가성비 쩔어요,5.0,1,9,0.8471654653549194
8180,맛있어요~,5.0,1,6,0.33417654037475586
8181,친절하고 맛있어요!!,4.0,1,9,0.7130246758460999
8182,"중독성 있는맛이에요
정말 계속 먹어도 또 먹고싶은^^
사장님 오래오래 번창하세요^^",5.0,1,9,0.9747990369796753
8183,맛있어요 근데 좀 지저분해요 접시에 이물질도 묻어있고,3.0,0,5,0.4443665146827698
8184,좋아요,5.0,1,6,0.4311637580394745
8185,간장도 테이블위에 있었으면 하네요 따로 있는줄 알았으면 가져다 먹었을텐데....,4.0,1,5,0.4918198883533478
8186,가격도 착하구 너무 맛잇음 ㅠㅠ 메뉴도 다양하고 재방문의사 100%,5.0,1,9,0.9484491944313049
8187,목살 부드러워요,5.0,1,6,0.3123212456703186
8188,가격도 착하고 맛도 있고 든든하게 먹었습니다. 홍대 근처라 먹고 놀거리도 많아 좋았습니다.,5.0,1,9,0.8998385667800903
8189,맛도있고 웨이팅이 조금긴거빼곤 괜찮은거같아요!,4.0,1,7,0.41767778992652893
8190,많이 달라진것같아요 예전만 못합니다,3.0,0,5,0.6547714471817017
8191,"고등어.갈치회 넘 맛있고
비린네가 안나요
음식 다 맛나고 좋아요",5.0,1,9,0.8557015061378479
8192,분위기가 좋아요,4.0,1,9,0.4928702414035797
8193,"친절하고 맛있어요~
너무 시끄럽고 고기연기가 많이나는것만 빼면 좋아요~~~",5.0,1,9,0.4166449308395386
8194,친구랑 더치로 먹었는데 진짜 먹는 내내 너무 행복했고 너무 맛있었어요 !!! 고기도 맛있고 양념도 달달 그 자체….. 그리고 여기 반찬이 진짜 핵맛이에요… 리필 필수…. 사장님 요리 진짜 잘하는 곳 😭😭 강추입네다 주민들 오는 찐 맛집,5.0,1,9,0.9817542433738708
8195,매운맛 좋아요~~,4.5,1,6,0.38587266206741333
8196,가격대비 명성대비 별로였던곳,3.0,0,5,0.4597828686237335
8197,"맛있네요. 두께는 얄팍하지만 왕돈까스 양 푸짐하고 바삭했습니다. 소스도 맛있었는데, 왕돈까스 다 먹을 정도가 되니 땅콩버터 맛이랄까 쪼금 물리는 맛은 있었지만 전체적으로 맛있게 잘 먹었습니다",4.0,1,7,0.36510375142097473
8198,"음식도 맛있었고 무엇보다 매니저분께서 너무나도 친절하고 센스있게 응대해 주셔서 감사했습니다.
생일이었는데 좋은 추억 만들어 주셔서 감사했습니다~^^",5.0,1,9,0.9792124032974243
8199,"맛있오용 가성비도 좋은것같은데요!
파흐타랑 피자 또먹으러 와야딩",5.0,1,9,0.8306328654289246
8200,"빠네파스타 랑 킹콩스테이크 정말 맛있습니다!!
추천추천!! 그리고 샹그리아도 꼭 같이 드세요!
매장 분위기도 좋고 직원들도 친절해서 기분좋은 식사가 되었습니다",4.5,1,9,0.9642236828804016
8201,피자도 바삭하구 맛있어요!!!,5.0,1,9,0.637106716632843
8202,해장엔 역시 깍두기 국물이 너무 맛있어용. 계란말이가 좀 작아져서 아쉬워용,5.0,1,9,0.4569832682609558
8203,맛있는 국수예요 양념이 부족하면 추가로줘요,4.0,1,9,0.30179956555366516
8204,"너무 맛있고, 너무 친절하세요! 집근처에있어서 파스타랑 피자 먹고싶을때 꼭 가는곳이에요! 번창하세요!!",5.0,1,9,0.9861926436424255
8205,맛있고 분위기 좋아요,5.0,1,9,0.5215060710906982
8206,좋아요,4.0,1,6,0.4311637580394745
8207,맛있어요 직원분들 다 친절 하시구요!!,5.0,1,9,0.7455962300300598
8208,"고기가 두툼해서 육즙도 많고 식감이 대박,,!!
기본 세팅 반찬들도 잘나오네요
넘 맛있게 먹었어요 최고!!",5.0,1,9,0.9776190519332886
8209,맛있고 이국적인데 좀 비싸네요,4.5,1,7,0.5463544726371765
8210,.,3.5,0,5,0.3034157454967499
8211,"치킨, 안심, 등심, 새우, 카레!!! 시킨거 다 성공~~~!!!! 점심시간 맞춰갔는데 ㅋㅋ 웨이팅많이없었어요~! 한 20~30분 기다렸나? 생각보다 금방 먹었어요 맛있었어요^^ 굿궁",5.0,1,9,0.7639167308807373
8212,친절함 매운거 못먹어서 순한맛 시킴 쫄이면 쫄일수록 맛있음 마늘도 넣고 같이 쫄여서 콩나물이랑 같이상추에 쌈싸먹어도 맛있음 마지막 볶음밥 마무리 굿 재방문의사 o,4.0,1,9,0.9152962565422058
8213,맛있어요 🥰,5.0,1,9,0.8713089823722839
8214,처음왔는데 매장분위기 좋은거 같아요~!,5.0,1,9,0.8830759525299072
8215,포장이라 줄안스고좋앗오용 꼬막양도많쿠 굿,4.0,1,9,0.4323635697364807
8216,비오는날 맛있게 먹었어요,4.0,1,7,0.41559508442878723
8217,음식 맛있고 친절해요,5.0,1,9,0.6040749549865723
8218,좋아요^^,4.0,1,9,0.5337026119232178
8219,중독되서 생각나는맛. 자극적잉맛ㅋ 또가고싶다,5.0,1,9,0.8566604256629944
8220,굿요,4.0,1,6,0.42089131474494934
8221,ㅈ,5.0,1,5,0.31024885177612305
8222,홍대에서 덮밥세트를 저렴한 가격으로 맛있게 먹을 수 있어서 좋아용 가라야게도 존맛!!!!!! 재방문 1000000%,5.0,1,9,0.9849448800086975
8223,여러종류 고기 시켰는데 전부다 맛있어요 ! 우리가 흔하게 먹는 심겹살 목살도 여기는 엄청 부드럽고 고소해요 돈대갈비랑 벌집덧살 꼭 드셔보세요!! 강추입니다 !!!,5.0,1,9,0.9916110634803772
8224,"국물도 특이하고 맛있어용~~~~ 
면도 쫄깃쫄깃👍🏻👍🏻👍🏻👍🏻",5.0,1,9,0.9547509551048279
8225,비싸지만 맛나요~,4.0,1,7,0.537132978439331
8226,"진짜 쫀득하고 맛있어요오!!!
무조건 순옹심으루",5.0,1,9,0.7292615175247192
8227,친절하고 맛있어요!,5.0,1,9,0.7151584029197693
8228,맛잇어요!!!!!,5.0,1,9,0.698727548122406
8229,제주공항근처 꼭가야할 맛집,5.0,1,9,0.8609751462936401
8230,주말이라  사람이 많긴 했지만 ~  힐링 하고  왔어여~^^,5.0,1,7,0.5478296279907227
8231,굿,5.0,1,6,0.4950698912143707
8232,스테이크는 퍽퍽하지않고 촉촉했구요 크림인데 느끼하지않고 깔끔한맛이었습니다!  허나 육즙이 터진다거나 하는 맛은 아니었구요. 기대보다는 평범하지만 깔끔한맛이었습니다. 제가 갔을때는 에어컨 바람이 살짝 차가웠어요ㅠㅠ 그래서 그릇이 얕아 소스가 금방식었고 추웠습니다.,4.0,1,6,0.44167253375053406
8233,훌륭합니다. 또와서 다른메뉴도 먹어보고싶어요. -버거도장깨기-,5.0,1,9,0.9104498624801636
8234,"매장을 이전 하셨네요
빵 종류는 좀 늘었어요
그런데 직원들의 친절도는 줄어든것 같네요",3.5,0,5,0.37780433893203735
8235,맛있어요ㅎㅎ,5.0,1,9,0.5558063983917236
8236,항상 맛있게 잘 먹고있어요^^,5.0,1,9,0.8830508589744568
8237,너무 친절하고 맛있었습니다,5.0,1,9,0.8659666180610657
8238,"왜 흑돼지 먹는지 알겠네요!!!! 
삼겹살만 좋아했는데!!! 이제야 이 맛을 알아버렸네요 😂",5.0,1,9,0.9782434701919556
8239,.,4.0,1,5,0.3034157454967499
8240,"직원분이 너무 친절 하세요 
계속 설명도 해주시고 ",4.0,1,9,0.6208691596984863
8241,좋아요,3.0,0,6,0.4311637580394745
8242,"맛있지만 생각보다 오래 기다렸어요ㅠㅠ
새우패티가 씹는맛이 좋았습니다!",4.0,1,7,0.35392168164253235
8243,너무너무 맛있었어요 ~~~,5.0,1,9,0.8968766331672668
8244,"고기국수는 초5 아들이 먹기엔 좀 느끼했고 비빔국수는 인천 쫄면같은 양념에 면만 다른 맛이어요ㅡㅡ,그리고 양이 적을가 걱정하여 주문한 물만두는 슈퍼표 물만두랑 같은 공장에서 대량생산한 그것과 같은 것이였어요.. 물만두는 정말 실망입니다... 차라리 메뉴에서 삭제하는게 훨씬 좋을듯하네요..하지만 둘째딸은 익숙한 맛이라고 좋다고하네요 ㅡㅡ ㅋㅋㅋ",3.0,0,3,0.35591787099838257
8245,예전의 그맛은 아니지만 쏘쏘,2.5,0,5,0.5991783142089844
8246,오메기떡 종류도 많고 맛잇어요,5.0,1,9,0.5145382285118103
8247,맛있습니다~~,5.0,1,9,0.7394900321960449
8248,"일단 위생상태가 많이 별로 인것 같아요.. 갔는데 접시에 양념 묻어잇어서 앞접시도 계속 바꿔달라 했고 상추 뒤에 벌레도 그대로 묻어있어서 야채도 계속 씻어달라고 바꿔달라고 요청했었습니다. 맛은 그냥 일반 횟집 아무곳이나 가면 느낄수 있
는 신선도 정도 인것 같구요 가격이 비쌋던 값만큼은 하지 못했던것 같습니다.. 그리고 3단계 코로나에 주소지가 동일한 직계가족으로 등본을 제시했는데도 5인은 안된다며 계속 언짢은 티를 내셧고 그냥 구석 자리에 앉으라고 하셨다가 나중에 
되는 것을 아시고 시원한 자리쪽으로 옮겨주시더군요 죄송하단 말도 없이;; 그리고 처음에 사장님이 차를 대주신다 하셨는데 가게 바로 앞에 차가 있다고 하셨는데 멀리 주차장에 있어 헤멧습니다. 차키도 다른 렌트카 차키를 주셨었는데 ...",0.5,0,3,0.3816157877445221
8249,빵도 맛있고 자리도 넓어서 좋아요,4.5,1,7,0.42662662267684937
8250,"0.5별도아깝. 제주올때마다 먹는보말 칼국수랑 죽인데.. 
이렇게양심없는집 처음임. 보말죽이라고판매해서 보말이있는느낌.진짜야채죽도 이것보단 낫겠어요... 칼국수는 걍미역국에 톳면 끝. 
진짜 아침부터 실패..",0.5,0,0,0.6858936548233032
8251,여전히 맛있네요~~~~,4.5,1,9,0.8063812255859375
8252,목살을 직접 구워주시는데 부드럽고 맛있어요,4.0,1,9,0.5644693374633789
8253,좋아요,5.0,1,6,0.4311637580394745
8254,맛있어요!,5.0,1,9,0.4695803225040436
8255,양도 많이 주시고 너무 너무 맛있어요!!  닭 목살 엄청 최고👍  맛있게 쌈 싸먹는 방법도 알려주시고  기분 좋게 식사하고 왔습니다.  사장님 직원분들 너무 친절하시고 자주 가고 싶은 맛집이에요,5.0,1,9,0.9834535717964172
8256,어머 강릉에도 이렇게 좋은 곳이 있나 싶었네요 아마 벌써 유명했는데  못들은척 했을꺼예요 이제 오다니~~,5.0,1,9,0.9911892414093018
8257,친절하고 맛있어요..,4.5,1,9,0.6819968819618225
8258,카페라떼 너무 맛있었어요 분위기도 합격!,5.0,1,9,0.8153650760650635
8259,케이크가 경주에서 제일 맛있어요 진짜로 거짓말안치고 집은 다른동이지만 케익 사로 가는길이 행복해요,5.0,1,9,0.9518654942512512
8260,맛나여~,4.5,1,9,0.3505626618862152
